day,Ptime,starttime,endtime,kokyaku,kokyaku_total,WD,core
43657,0.007719907,43657.02084,43657.0286,0,11875450,5,6.3
43658,0.00775463,43658.02084,43658.02862,0,6678291,6,7.3
43658,0.00755787,43658.02084,43658.02841,0,11875450,6,6.3
43659,0.007696759,43659.02084,43659.02858,0,11875450,7,6.3
43659,0.007673611,43659.02084,43659.02855,0,6678291,7,7.3
43661,0.007743056,43661.02083,43661.02861,0,11875450,2,6.3
43661,0.007743056,43661.02083,43661.02861,0,6678291,2,7.3
43662,0.007662037,43662.02084,43662.02858,0,6678291,3,7.3
43662,0.007708333,43662.02084,43662.02855,0,11875450,3,6.3
43663,0.007696759,43663.02084,43663.02859,0,11875450,4,6.3
43663,0.007719907,43663.02084,43663.02859,0,6678291,4,7.3
43664,0.007777778,43664.02084,43664.02867,0,6678291,5,7.3
43664,0.007777778,43664.02084,43664.02865,0,11875450,5,6.3
43665,0.007696759,43665.02084,43665.0286,0,6678291,6,7.3
43665,0.007719907,43665.02084,43665.02858,0,11875450,6,6.3
43666,0.007766204,43666.02084,43666.02867,0,6678291,7,7.3
43666,0.007800926,43666.02084,43666.02865,0,11875450,7,6.3
43668,0.00787037,43668.02084,43668.02875,0,13192625,2,6.3
43668,0.00787037,43668.02084,43668.02875,0,6678291,2,7.3
43669,0.007951389,43669.02084,43669.02883,0,13192625,3,6.3
43669,0.007928241,43669.02084,43669.02883,0,6678291,3,7.3
43670,0.007847222,43670.02084,43670.02873,0,6678291,4,7.3
43670,0.007708333,43670.02084,43670.02858,0,13192625,4,6.3
43671,0.0078125,43671.02084,43671.02869,0,6678291,5,7.3
43671,0.007789352,43671.02084,43671.02869,0,13192625,5,6.3
43672,0.00775463,43672.02084,43672.02863,0,6678291,6,7.3
43672,0.007777778,43672.02084,43672.02866,0,13192625,6,6.3
43673,0.007800926,43673.02084,43673.02869,0,13192625,7,6.3
43673,0.0078125,43673.02084,43673.02868,0,6678291,7,7.3
43674,0.007974537,43674.02084,43674.02884,0,6678291,1,7.3
43674,0.007962963,43674.02084,43674.02885,0,13192625,1,6.3
43675,0.00775463,43675.02084,43675.02863,0,13192625,2,6.3
43675,0.007708333,43675.02084,43675.02859,0,6678291,2,7.3
43676,0.00775463,43676.02084,43676.02865,0,6678291,3,7.3
43676,0.007766204,43676.02084,43676.02865,0,13192625,3,6.3
43677,0.007847222,43677.02083,43677.02873,0,6678291,4,7.3
43677,0.007638889,43677.02083,43677.02848,0,13192625,4,6.3
43678,0.007696759,43678.02084,43678.02861,0,13192625,5,6.3
43678,0.007743056,43678.02084,43678.02861,0,6678291,5,7.3
43679,0.007638889,43679.02084,43679.02851,0,13192625,6,6.3
43679,0.007638889,43679.02084,43679.02853,0,6678291,6,7.3
43680,0.007743056,43680.02084,43680.02865,0,13192625,7,6.3
43680,0.007777778,43680.02084,43680.02865,0,6678291,7,7.3
43681,0.00775463,43681.02084,43681.02862,0,13192625,1,6.3
43681,0.007731481,43681.02084,43681.02862,0,6678291,1,7.3
43682,0.007789352,43682.02083,43682.02867,0,6678291,2,7.3
43682,0.007835648,43682.02083,43682.02868,0,13192625,2,6.3
43683,0.007928241,43683.02084,43683.02882,0,6678291,3,7.3
43683,0.007881944,43683.02084,43683.02878,0,13192625,3,6.3
43684,0.007928241,43684.02084,43684.02878,0,13192625,4,6.3
43684,0.007905093,43684.02084,43684.02881,0,6678291,4,7.3
43685,0.007673611,43685.02083,43685.02854,0,13192625,5,6.3
43685,0.007256944,43685.02083,43685.02813,0,6678291,5,7.3
43686,0.007997685,43686.02084,43686.02888,0,13192625,6,6.3
43686,0.007997685,43686.02084,43686.02888,0,6678291,6,7.3
43687,0.007743056,43687.02084,43687.02861,0,13192625,7,6.3
43687,0.007662037,43687.02084,43687.02854,0,6678291,7,7.3
43689,0.007824074,43689.02084,43689.0287,0,6678291,2,7.3
43689,0.008090278,43689.02084,43689.02897,0,13192625,2,6.3
43690,0.007731481,43690.02084,43690.02861,0,13192625,3,6.3
43690,0.00775463,43690.02084,43690.02863,0,6678291,3,7.3
43691,0.007974537,43691.02084,43691.02884,0,13192625,4,6.3
43691,0.007951389,43691.02084,43691.02884,0,6678291,4,7.3
43692,0.007847222,43692.02084,43692.0287,0,6678291,5,7.3
43692,0.007800926,43692.02084,43692.0287,0,13192625,5,6.3
43693,0.007835648,43693.02084,43693.02872,0,13192625,6,6.3
43693,0.007835648,43693.02084,43693.02872,0,6678291,6,7.3
43694,0.007638889,43694.02084,43694.02852,0,13192625,7,6.3
43694,0.007627315,43694.02084,43694.02853,0,6678291,7,7.3
43695,0.007881944,43695.02083,43695.02873,0,13192625,1,6.3
43695,0.007858796,43695.02083,43695.02873,0,6678291,1,7.3
43696,0.007719907,43696.02084,43696.02859,0,13192625,2,6.3
43696,0.007673611,43696.02084,43696.02854,0,6678291,2,7.3
43697,0.007662037,43697.02084,43697.02855,0,13192625,3,6.3
43697,0.007662037,43697.02084,43697.02853,0,6678291,3,7.3
43698,0.007708333,43698.02084,43698.02862,0,6678291,4,7.3
43698,0.007743056,43698.02084,43698.0286,0,13192625,4,6.3
43699,0.0078125,43699.02084,43699.02872,0,6678291,5,7.3
43699,0.007847222,43699.02084,43699.0287,0,13192625,5,6.3
43700,0.007673611,43700.02084,43700.02854,0,6678291,6,7.3
43700,0.007407407,43700.02084,43700.02829,0,13192625,6,6.3
43701,0.007858796,43701.02084,43701.02874,0,6678291,7,7.3
43701,0.007835648,43701.02084,43701.02874,0,13192625,7,6.3
43703,0.00775463,43703.02084,43703.02862,0,13192625,2,6.3
43703,0.007731481,43703.02084,43703.02862,0,6678291,2,7.3
43704,0.007766204,43704.02084,43704.02866,0,6678291,3,7.3
43704,0.007800926,43704.02084,43704.02866,0,13192625,3,6.3
43705,0.00775463,43705.02084,43705.02862,0,6678291,4,7.3
43705,0.00775463,43705.02084,43705.02865,0,13192625,4,6.3
43706,0.0078125,43706.02084,43706.0287,0,13192625,5,6.3
43706,0.007847222,43706.02084,43706.0287,0,6678291,5,7.3
43707,0.007743056,43707.02084,43707.02865,0,13192625,6,6.3
43707,0.00775463,43707.02084,43707.0286,0,6678291,6,7.3
43708,0.007916667,43708.02084,43708.02878,0,13192625,7,6.3
43708,0.007881944,43708.02084,43708.02876,0,6678291,7,7.3
43709,0.007303241,43709.02084,43709.02819,0,13192625,1,6.3
43709,0.007766204,43709.02084,43709.02866,0,6678291,1,7.3
43710,0.007766204,43710.02084,43710.02865,0,13819716,2,6.3
43710,0.007696759,43710.02084,43710.02856,0,6678291,2,7.3
43711,0.007615741,43711.02084,43711.02851,0,13819716,3,6.3
43711,0.007638889,43711.02084,43711.02851,0,6678291,3,7.3
43712,0.007858796,43712.02084,43712.02876,0,13819716,4,6.3
43712,0.007916667,43712.02084,43712.02877,0,6678291,4,7.3
43713,0.007777778,43713.02084,43713.0287,0,13819716,5,6.3
43713,0.007824074,43713.02084,43713.02868,0,6678291,5,7.3
43714,0.007627315,43714.02084,43714.02851,0,13819716,6,6.3
43714,0.007650463,43714.02084,43714.02855,0,6678291,6,7.3
43715,0.007789352,43715.02083,43715.02865,0,6678291,7,7.3
43715,0.007766204,43715.02083,43715.02865,0,13819716,7,6.3
43717,0.007905093,43717.02084,43717.02877,0,13819716,2,6.3
43717,0.007835648,43717.02084,43717.02873,0,6678291,2,7.3
43718,0.007719907,43718.02084,43718.02859,0,13819716,3,6.3
43718,0.007789352,43718.02084,43718.02866,0,6678291,3,7.3
43719,0.007800926,43719.02084,43719.02867,0,13819716,4,6.3
43719,0.007719907,43719.02084,43719.02858,0,6678291,4,7.3
43720,0.007916667,43720.02084,43720.02878,0,6678291,5,7.3
43720,0.007893519,43720.02084,43720.02878,0,13819716,5,6.3
43721,0.007893519,43721.02083,43721.02877,0,6678291,6,7.3
43721,0.007916667,43721.02083,43721.02877,0,13819716,6,6.3
43722,0.007708333,43722.02083,43722.02859,0,6678291,7,7.3
43722,0.007708333,43722.02083,43722.02856,0,13819716,7,6.3
43723,0.007905093,43723.02084,43723.02876,0,13819716,1,6.3
43723,0.007881944,43723.02084,43723.02877,0,6678291,1,7.3
43724,0.008020833,43724.02084,43724.02892,0,13819716,2,6.3
43724,0.008020833,43724.02084,43724.02888,0,6678291,2,7.3
43725,0.007719907,43725.02084,43725.02859,0,13819716,3,6.3
43725,0.007615741,43725.02084,43725.0285,0,6678291,3,7.3
43726,0.007708333,43726.02084,43726.02859,0,6678291,4,7.3
43726,0.007685185,43726.02084,43726.02859,0,13819716,4,6.3
43727,0.00775463,43727.02084,43727.02866,0,6678291,5,7.3
43727,0.007777778,43727.02084,43727.02863,0,13819716,5,6.3
43728,0.007800926,43728.02084,43728.0287,0,6678291,6,7.3
43728,0.007824074,43728.02084,43728.02868,0,13819716,6,6.3
43729,0.00775463,43729.02084,43729.02866,0,6678291,7,7.3
43729,0.0078125,43729.02084,43729.02866,0,13819716,7,6.3
43731,0.007847222,43731.02084,43731.02874,0,13819716,2,6.3
43731,0.007847222,43731.02084,43731.02874,0,6678291,2,7.3
43732,0.007800926,43732.02084,43732.02867,0,6678291,3,7.3
43732,0.007777778,43732.02084,43732.02867,0,13819716,3,6.3
43733,0.007766204,43733.02083,43733.02865,0,6678291,4,7.3
43733,0.00775463,43733.02083,43733.02861,0,13819716,4,6.3
43734,0.007916667,43734.02084,43734.02877,0,13819716,5,6.3
43734,0.007893519,43734.02084,43734.02877,0,6678291,5,7.3
43735,0.007824074,43735.02084,43735.0287,0,13819716,6,6.3
43735,0.0078125,43735.02084,43735.02868,0,6678291,6,7.3
43736,0.0078125,43736.02084,43736.02869,0,13819716,7,6.3
43736,0.0078125,43736.02084,43736.02869,0,6678291,7,7.3
43738,0.00787037,43738.02084,43738.02874,0,6678291,2,7.3
43738,0.007858796,43738.02084,43738.02874,0,13819716,2,6.3
43739,0.007604167,43739.02084,43739.02847,0,6678291,3,7.3
43739,0.007662037,43739.02084,43739.02855,0,13819716,3,6.3
43740,0.007835648,43740.02084,43740.02872,0,6678291,4,7.3
43740,0.007824074,43740.02084,43740.0287,0,13819716,4,6.3
43741,0.007881944,43741.02084,43741.02877,0,6678291,5,7.3
43741,0.007893519,43741.02084,43741.02876,0,13819716,5,6.3
43742,0.007881944,43742.02084,43742.02874,0,13819716,6,6.3
43742,0.007881944,43742.02084,43742.02878,0,6678291,6,7.3
43743,0.00787037,43743.02084,43743.02875,0,13819716,7,6.3
43743,0.007893519,43743.02084,43743.02877,0,6678291,7,7.3
43744,0.007858796,43744.02084,43744.02875,0,13819716,1,6.3
43744,0.007858796,43744.02084,43744.02875,0,6678291,1,7.3
43745,0.007719907,43745.02084,43745.0286,0,6678291,2,7.3
43745,0.007719907,43745.02084,43745.0286,0,13819716,2,6.3
43746,0.0078125,43746.02084,43746.02868,0,13819716,3,6.3
43746,0.007800926,43746.02084,43746.02868,0,6678291,3,7.3
43747,0.007916667,43747.02084,43747.02878,0,13819716,4,6.3
43747,0.007893519,43747.02084,43747.02878,0,6678291,4,7.3
43748,0.007719907,43748.02084,43748.02861,0,6678291,5,7.3
43748,0.007708333,43748.02084,43748.0286,0,13819716,5,6.3
43749,0.007743056,43749.02084,43749.02863,0,6678291,6,7.3
43749,0.00775463,43749.02084,43749.02862,0,13819716,6,6.3
43750,0.007847222,43750.02084,43750.02873,0,13819716,7,6.3
43750,0.007835648,43750.02084,43750.02872,0,6678291,7,7.3
43751,0.007986111,43751.02084,43751.02889,0,13819716,1,6.3
43751,0.008009259,43751.02084,43751.02887,0,6678291,1,7.3
43752,0.0078125,43752.02084,43752.02867,0,6678291,2,7.3
43752,0.007766204,43752.02084,43752.02867,0,13819716,2,6.3
43753,0.007777778,43753.02084,43753.02865,0,6678291,3,7.3
43753,0.007800926,43753.02084,43753.02867,0,13819716,3,6.3
43754,0.007847222,43754.02084,43754.02872,0,13819716,4,6.3
43754,0.00787037,43754.02084,43754.02875,0,6678291,4,7.3
43755,0.007326389,43755.02084,43755.02821,0,6678291,5,7.3
43755,0.007685185,43755.02084,43755.02855,0,13819716,5,6.3
43756,0.007708333,43756.02084,43756.02861,0,13819716,6,6.3
43756,0.007731481,43756.02084,43756.02861,0,6678291,6,7.3
43757,0.00775463,43757.02084,43757.0286,0,13819716,7,6.3
43757,0.007789352,43757.02084,43757.02867,0,6678291,7,7.3
43758,0.007986111,43758.02084,43758.02888,0,13819716,1,6.3
43758,0.008009259,43758.02084,43758.02885,0,6678291,1,7.3
43759,0.007847222,43759.02084,43759.02873,0,13819716,2,6.3
43759,0.007824074,43759.02084,43759.0287,0,6678291,2,7.3
43760,0.007881944,43760.02084,43760.02876,0,6678291,3,7.3
43760,0.007858796,43760.02084,43760.02874,0,13819716,3,6.3
43761,0.007777778,43761.02084,43761.02867,0,13819716,4,6.3
43761,0.0078125,43761.02084,43761.02867,0,6678291,4,7.3
43762,0.007777778,43762.02084,43762.02867,0,6678291,5,7.3
43762,0.007824074,43762.02084,43762.02868,0,13819716,5,6.3
43763,0.007835648,43763.02084,43763.0287,0,6678291,6,7.3
43763,0.007835648,43763.02084,43763.02872,0,13819716,6,6.3
43764,0.008009259,43764.02084,43764.02891,0,13819716,7,6.3
43764,0.008032407,43764.02084,43764.02891,0,6678291,7,7.3
43765,0.007962963,43765.02084,43765.02885,0,13819716,1,6.3
43765,0.007974537,43765.02084,43765.02884,0,6678291,1,7.3
43766,0.007708333,43766.02084,43766.02858,0,13819716,2,6.3
43766,0.007719907,43766.02084,43766.0286,0,6678291,2,7.3
43767,0.007824074,43767.02084,43767.02872,0,6678291,3,7.3
43767,0.0078125,43767.02084,43767.02868,0,13819716,3,6.3
43768,0.007800926,43768.02084,43768.02868,0,6678291,4,7.3
43768,0.007824074,43768.02084,43768.02868,0,13819716,4,6.3
43769,0.00775463,43769.02084,43769.02865,0,6678291,5,7.3
43769,0.00775463,43769.02086,43769.02863,0,13819716,5,6.3
43770,0.00775463,43770.02084,43770.0286,0,13819716,6,6.3
43770,0.007708333,43770.02084,43770.02862,0,6678291,6,7.3
43771,0.007800926,43771.02084,43771.02869,0,13819716,7,6.3
43771,0.0078125,43771.02084,43771.02869,0,6678291,7,7.3
43773,0.007951389,43773.02083,43773.02882,0,6678291,2,7.3
43773,0.007951389,43773.02083,43773.02882,0,13819716,2,6.3
43774,0.007789352,43774.02084,43774.02867,0,13819716,3,6.3
43774,0.007719907,43774.02084,43774.02861,0,6678291,3,7.3
43775,0.007893519,43775.02084,43775.02877,0,6678291,4,7.3
43775,0.007893519,43775.02084,43775.02877,0,13819716,4,6.3
43776,0.007905093,43776.02084,43776.02877,0,6678291,5,7.3
43776,0.007893519,43776.02084,43776.02877,0,13819716,5,6.3
43777,0.007881944,43777.02084,43777.02875,0,13819716,6,6.3
43777,0.00787037,43777.02084,43777.02876,0,6678291,6,7.3
43778,0.007986111,43778.02084,43778.0289,0,13819716,7,6.3
43778,0.008020833,43778.02084,43778.0289,0,6678291,7,7.3
43779,0.007858796,43779.02084,43779.02872,0,6678291,1,7.3
43779,0.007905093,43779.02084,43779.02878,0,13819716,1,6.3
43780,0.0078125,43780.02084,43780.0287,0,13819716,2,6.3
43780,0.007847222,43780.02084,43780.02872,0,6678291,2,7.3
43781,0.007638889,43781.02084,43781.02848,0,6678291,3,7.3
43781,0.007384259,43781.02084,43781.02825,0,13819716,3,6.3
43782,0.007835648,43782.02084,43782.02874,0,6678291,4,7.3
43782,0.007847222,43782.02084,43782.0287,0,13819716,4,6.3
43783,0.0078125,43783.02084,43783.0287,0,13819716,5,6.3
43783,0.007800926,43783.02084,43783.0287,0,6678291,5,7.3
43784,0.00787037,43784.02084,43784.02874,0,6678291,6,7.3
43784,0.007858796,43784.02084,43784.02876,0,13819716,6,6.3
43785,0.007835648,43785.02084,43785.0287,0,6678291,7,7.3
43785,0.007789352,43785.02084,43785.0287,0,13819716,7,6.3
43786,0.007893519,43786.02084,43786.02878,0,6678291,1,7.3
43786,0.007916667,43786.02084,43786.02878,0,13819716,1,6.3
43787,0.007881944,43787.02084,43787.02875,0,6678291,2,7.3
43787,0.00787037,43787.02084,43787.02875,0,13819716,2,6.3
43788,0.007858796,43788.02084,43788.02873,0,13819716,3,6.3
43788,0.007858796,43788.02084,43788.02873,0,6678291,3,7.3
43789,0.007650463,43789.02084,43789.02851,0,13819716,4,6.3
43789,0.007777778,43789.02084,43789.02866,0,6678291,4,7.3
43790,0.008032407,43790.02084,43790.02892,0,6678291,5,7.3
43790,0.008055556,43790.02084,43790.02892,0,13819716,5,6.3
43791,0.007858796,43791.02084,43791.02875,0,13819716,6,6.3
43791,0.007777778,43791.02084,43791.02863,0,6678291,6,7.3
43792,0.007986111,43792.02084,43792.0289,0,6678291,7,7.3
43792,0.00806713,43792.02084,43792.02892,0,13819716,7,6.3
43794,0.007893519,43794.02084,43794.02876,0,13819716,2,6.3
43794,0.007916667,43794.02084,43794.02878,0,6678291,2,7.3
43795,0.007847222,43795.02084,43795.02872,0,13819716,3,6.3
43795,0.007731481,43795.02084,43795.02858,0,6678291,3,7.3
43796,0.0078125,43796.02084,43796.0287,0,13819716,4,6.3
43796,0.007824074,43796.02084,43796.02869,0,6678291,4,7.3
43797,0.007847222,43797.02084,43797.02875,0,13819716,5,6.3
43797,0.00787037,43797.02084,43797.02875,0,6678291,5,7.3
43798,0.00787037,43798.02083,43798.02873,0,6678291,6,7.3
43798,0.007847222,43798.02083,43798.02873,0,13819716,6,6.3
43799,0.007893519,43799.02086,43799.02877,0,6678291,7,7.3
43799,0.007916667,43799.02086,43799.02882,0,13819716,7,6.3
43800,0.007800926,43800.02084,43800.02867,0,13819716,1,6.3
43800,0.007777778,43800.02084,43800.02867,0,6678291,1,7.3
43801,0.00787037,43801.02084,43801.02875,0,6678291,2,7.3
43801,0.00787037,43801.02084,43801.02875,0,13819716,2,6.3
43802,0.00775463,43802.02084,43802.02862,0,6678291,3,7.3
43802,0.00775463,43802.02084,43802.02865,0,13819716,3,6.3
43803,0.007916667,43803.02084,43803.02878,0,13819716,4,6.3
43803,0.007939815,43803.02084,43803.02883,0,6678291,4,7.3
43804,0.007731481,43804.02084,43804.02861,0,6678291,5,7.3
43804,0.007743056,43804.02084,43804.02861,0,13819716,5,6.3
43805,0.007928241,43805.02084,43805.0288,0,13819716,6,6.3
43805,0.007928241,43805.02084,43805.02882,0,6678291,6,7.3
43806,0.00787037,43806.02084,43806.02875,0,13819716,7,6.3
43806,0.007893519,43806.02084,43806.02877,0,6678291,7,7.3
43808,0.007986111,43808.02084,43808.02887,0,13819716,2,6.3
43808,0.007997685,43808.02084,43808.02888,0,6678291,2,7.3
43809,0.00775463,43809.02083,43809.02861,0,13819716,3,6.3
43809,0.007800926,43809.02083,43809.02867,0,6678291,3,7.3
43810,0.007800926,43810.02084,43810.02868,0,13819716,4,6.3
43810,0.007800926,43810.02084,43810.0287,0,6678291,4,7.3
43811,0.007835648,43811.02083,43811.0287,0,6678291,5,7.3
43811,0.0078125,43811.02083,43811.02868,0,13819716,5,6.3
43812,0.007743056,43812.02084,43812.0286,0,13819716,6,6.3
43812,0.007719907,43812.02084,43812.02862,0,6678291,6,7.3
43813,0.007708333,43813.02084,43813.02855,0,13819716,7,6.3
43813,0.007685185,43813.02084,43813.02858,0,6678291,7,7.3
43814,0.007696759,43814.02084,43814.02859,0,6678291,1,7.3
43814,0.007743056,43814.02084,43814.02861,0,13819716,1,6.3
43815,0.007824074,43815.02084,43815.02869,0,6678291,2,7.3
43815,0.0078125,43815.02084,43815.02869,0,13819716,2,6.3
43816,0.007662037,43816.02084,43816.02853,0,13819716,3,6.3
43816,0.007662037,43816.02084,43816.02854,0,6678291,3,7.3
43817,0.007719907,43817.02084,43817.02859,0,13819716,4,6.3
43817,0.00787037,43817.02084,43817.02873,0,6678291,4,7.3
43818,0.007766204,43818.02084,43818.02863,0,6678291,5,7.3
43818,0.007673611,43818.02084,43818.02858,0,13819716,5,6.3
43819,0.007916667,43819.02084,43819.02877,0,13819716,6,6.3
43819,0.007893519,43819.02084,43819.0288,0,6678291,6,7.3
43820,0.007824074,43820.02084,43820.02873,0,13819716,7,6.3
43820,0.007824074,43820.02084,43820.02873,0,6678291,7,7.3
43822,0.008055556,43822.02084,43822.02894,0,13819716,2,6.3
43822,0.007939815,43822.02084,43822.02882,0,6678291,2,7.3
43823,0.007824074,43823.02084,43823.0287,0,6678291,3,7.3
43823,0.007835648,43823.02084,43823.02872,0,13819716,3,6.3
43824,0.007731481,43824.02084,43824.02861,0,6678291,4,7.3
43824,0.00775463,43824.02084,43824.02861,0,13819716,4,6.3
43825,0.007939815,43825.02084,43825.02881,0,13819716,5,6.3
43825,0.007916667,43825.02084,43825.02878,0,6678291,5,7.3
43826,0.007743056,43826.02084,43826.02861,0,13819716,6,6.3
43826,0.007743056,43826.02084,43826.02863,0,6678291,6,7.3
43827,0.007743056,43827.02084,43827.02862,0,6678291,7,7.3
43827,0.007743056,43827.02084,43827.02862,0,13819716,7,6.3
43828,0.007777778,43828.02084,43828.02866,0,13819716,1,6.3
43828,0.007777778,43828.02084,43828.02866,0,6678291,1,7.3
43829,0.00787037,43829.02084,43829.0288,0,13819716,2,6.3
43829,0.007916667,43829.02084,43829.02881,0,6678291,2,7.3
43830,0.007905093,43830.02084,43830.0288,0,13819716,3,6.3
43830,0.007939815,43830.02084,43830.02882,0,6678291,3,7.3
43831,0.007835648,43831.02084,43831.02873,0,6678291,4,7.3
43831,0.0078125,43831.02084,43831.02873,0,13819716,4,6.3
43832,0.007893519,43832.02084,43832.02875,0,6678291,5,7.3
43832,0.00787037,43832.02084,43832.02875,0,13819716,5,6.3
43833,0.007777778,43833.02084,43833.02866,0,6678291,6,7.3
43833,0.007777778,43833.02084,43833.02865,0,13819716,6,6.3
43834,0.007835648,43834.02084,43834.02872,0,13819716,7,6.3
43834,0.007847222,43834.02084,43834.02872,0,6678291,7,7.3
43835,0.007928241,43835.02084,43835.02878,0,13819716,1,6.3
43835,0.007916667,43835.02084,43835.02881,0,6678291,1,7.3
43836,0.007800926,43836.02083,43836.02867,0,13819716,2,6.3
43836,0.007824074,43836.02083,43836.02867,0,6678291,2,7.3
43837,0.007638889,43837.02084,43837.02852,0,13819716,3,6.3
43837,0.007627315,43837.02084,43837.02852,0,6678291,3,7.3
43838,0.007893519,43838.02084,43838.02877,0,6678291,4,7.3
43838,0.007916667,43838.02084,43838.0288,0,13819716,4,6.3
43839,0.007858796,43839.02084,43839.02873,0,6678291,5,7.3
43839,0.007835648,43839.02084,43839.02873,0,13819716,5,6.3
43840,0.007581019,43840.02084,43840.02847,0,13819716,6,6.3
43840,0.007581019,43840.02084,43840.02847,0,6678291,6,7.3
43841,0.007789352,43841.02084,43841.02866,0,6678291,7,7.3
43841,0.007800926,43841.02084,43841.02867,0,13819716,7,6.3
43843,0.008159722,43843.02084,43843.02905,0,13819716,2,6.3
43843,0.008159722,43843.02084,43843.02905,0,6678291,2,7.3
43844,0.007800926,43844.02084,43844.02867,0,13819716,3,6.3
43844,0.007789352,43844.02084,43844.02867,0,6678291,3,7.3
43845,0.00775463,43845.02084,43845.02862,0,6678291,4,7.3
43845,0.007731481,43845.02084,43845.02862,0,13819716,4,6.3
43846,0.007766204,43846.02084,43846.02863,0,6678291,5,7.3
43846,0.007743056,43846.02084,43846.02863,0,13819716,5,6.3
43847,0.00775463,43847.02083,43847.02865,0,13819716,6,6.3
43847,0.007743056,43847.02083,43847.02861,0,6678291,6,7.3
43848,0.007777778,43848.02084,43848.02867,0,13819716,7,6.3
43848,0.0078125,43848.02084,43848.02868,0,6678291,7,7.3
43850,0.007789352,43850.02083,43850.02868,0,6678291,2,7.3
43850,0.008009259,43850.02083,43850.02884,0,13819716,2,6.3
43851,0.007719907,43851.02084,43851.02858,0,6678291,3,7.3
43851,0.007708333,43851.02084,43851.0286,0,13819716,3,6.3
43852,0.007719907,43852.02084,43852.02861,0,13819716,4,6.3
43852,0.007743056,43852.02084,43852.02861,0,6678291,4,7.3
43853,0.007719907,43853.02084,43853.02861,0,6678291,5,7.3
43853,0.007662037,43853.02084,43853.02855,0,13819716,5,6.3
43854,0.007731481,43854.02084,43854.02859,0,6678291,6,7.3
43854,0.007673611,43854.02084,43854.02858,0,13819716,6,6.3
43855,0.007685185,43855.02084,43855.02858,0,6678291,7,7.3
43855,0.007685185,43855.02084,43855.02858,0,13819716,7,6.3
43856,0.008009259,43856.02083,43856.02888,0,13819716,1,6.3
43856,0.008009259,43856.02083,43856.02888,0,6678291,1,7.3
43857,0.007696759,43857.02084,43857.02859,0,6678291,2,7.3
43857,0.007696759,43857.02084,43857.02859,0,13819716,2,6.3
43858,0.007789352,43858.02084,43858.02865,0,6678291,3,7.3
43858,0.007766204,43858.02084,43858.02865,0,13819716,3,6.3
43859,0.00775463,43859.02084,43859.02863,0,6678291,4,7.3
43859,0.007777778,43859.02084,43859.02866,0,13819716,4,6.3
43860,0.007905093,43860.02084,43860.02878,0,6678291,5,7.3
43860,0.007893519,43860.02084,43860.02878,0,13819716,5,6.3
43861,0.007673611,43861.02084,43861.02854,0,13819716,6,6.3
43861,0.007662037,43861.02084,43861.02855,0,6678291,6,7.3
43862,0.007708333,43862.02084,43862.0286,0,13819716,7,6.3
43862,0.007731481,43862.02084,43862.02859,0,6678291,7,7.3
43863,0.007893519,43863.02084,43863.02877,0,6678291,1,7.3
43863,0.007916667,43863.02084,43863.0288,0,13819716,1,6.3
43864,0.007777778,43864.02084,43864.02865,0,13819716,2,6.3
43864,0.00775463,43864.02084,43864.02865,0,6678291,2,7.3
43865,0.0078125,43865.02084,43865.02868,0,6678291,3,7.3
43865,0.007789352,43865.02084,43865.02868,0,13819716,3,6.3
43866,0.007905093,43866.02084,43866.02881,0,6678291,4,7.3
43866,0.007928241,43866.02084,43866.02881,0,13819716,4,6.3
43867,0.007824074,43867.02084,43867.02872,0,6678291,5,7.3
43867,0.007847222,43867.02084,43867.02872,0,13819716,5,6.3
43868,0.007719907,43868.02084,43868.02859,0,6678291,6,7.3
43868,0.007743056,43868.02084,43868.02862,0,13819716,6,6.3
43869,0.007835648,43869.02084,43869.02872,0,6678291,7,7.3
43869,0.007835648,43869.02084,43869.02874,0,13819716,7,6.3
43870,0.007835648,43870.02084,43870.02873,0,13819716,1,6.3
43870,0.007858796,43870.02084,43870.02873,0,6678291,1,7.3
43871,0.007766204,43871.02084,43871.02866,0,13819716,2,6.3
43871,0.0078125,43871.02084,43871.02868,0,6678291,2,7.3
43872,0.0078125,43872.02084,43872.02867,0,6678291,3,7.3
43872,0.007789352,43872.02084,43872.02869,0,13819716,3,6.3
43873,0.007615741,43873.02084,43873.02847,0,13819716,4,6.3
43873,0.007604167,43873.02084,43873.0285,0,6678291,4,7.3
43874,0.007673611,43874.02086,43874.02855,0,6678291,5,7.3
43874,0.007685185,43874.02086,43874.02858,0,13819716,5,6.3
43875,0.007766204,43875.02084,43875.02865,0,13819716,6,6.3
43875,0.007789352,43875.02084,43875.02868,0,6678291,6,7.3
43876,0.007858796,43876.02083,43876.02874,0,6678291,7,7.3
43876,0.007847222,43876.02083,43876.02872,0,13819716,7,6.3
43878,0.007766204,43878.02084,43878.02868,0,13819716,2,6.3
43878,0.0078125,43878.02084,43878.02866,0,6678291,2,7.3
43879,0.007800926,43879.02084,43879.02867,0,6678291,3,7.3
43879,0.00775463,43879.02084,43879.02865,0,13819716,3,6.3
43880,0.007546296,43880.02083,43880.02843,0,13819716,4,6.3
43880,0.007615741,43880.02083,43880.02847,0,6678291,4,7.3
43881,0.007650463,43881.02084,43881.0285,0,6678291,5,7.3
43881,0.007604167,43881.02084,43881.02852,0,13819716,5,6.3
43882,0.007673611,43882.02086,43882.02858,0,6678291,6,7.3
43882,0.007650463,43882.02086,43882.02855,0,13819716,6,6.3
