day,kinko,Ptime,starttime,endtime,kokyaku,kokyaku_total,WD,core
43086,1227,0.000219907,43086.04409,43086.04434,433066,1362056,1,7.3
43086,1396,0.000219907,43086.04485,43086.0451,716696,1362056,1,7.3
43086,1123,0.000208333,43086.05397,43086.05422,538870,538870,1,6.3
43092,1172,0.000219907,43092.03988,43092.04015,389675,928545,7,6.3
43092,1123,0.000208333,43092.03995,43092.04023,538870,928545,7,6.3
43092,1299,0.000231481,43092.04678,43092.04704,0,1362056,7,7.3
43092,1380,0.000208333,43092.04681,43092.04705,212294,1362056,7,7.3
43092,1227,0.000231481,43092.04796,43092.04822,433066,1362056,7,7.3
43092,1396,0.000219907,43092.04852,43092.04877,716696,1362056,7,7.3
43093,1299,0.000219907,43093.04617,43093.04644,0,1362056,1,7.3
43093,1380,0.000231481,43093.04667,43093.04696,212294,1362056,1,7.3
43093,1172,0.000208333,43093.04671,43093.04697,389675,928545,1,6.3
43093,1123,0.000243056,43093.04689,43093.04716,538870,928545,1,6.3
43093,1227,0.000231481,43093.04758,43093.04785,433066,1362056,1,7.3
43093,1396,0.000243056,43093.04813,43093.04839,716696,1362056,1,7.3
43099,1172,0.000219907,43099.07111,43099.07137,389675,928545,7,6.3
43099,1123,0.000208333,43099.07145,43099.0717,538870,928545,7,6.3
43099,1299,0.000231481,43099.08168,43099.08193,0,1362056,7,7.3
43099,1380,0.000208333,43099.08189,43099.08213,212294,1362056,7,7.3
43099,1227,8.10E-05,43099.08323,43099.08331,433066,1362056,7,7.3
43100,1299,0.000219907,43100.04652,43100.04678,0,1362056,1,7.3
43100,1380,0.000219907,43100.04692,43100.04719,212294,1362056,1,7.3
43100,1172,0.000208333,43100.04705,43100.04731,389675,928545,1,6.3
43100,1123,0.000231481,43100.04735,43100.0476,538870,928545,1,6.3
43100,1227,0.000219907,43100.048,43100.04825,433066,1362056,1,7.3
43100,1396,0.000231481,43100.04868,43100.04896,716696,1362056,1,7.3
43134,1299,0.000208333,43134.07473,43134.07495,0,1362056,7,7.3
43134,1380,0.000208333,43134.07476,43134.07503,212294,1362056,7,7.3
43134,1227,0.000208333,43134.07572,43134.07598,433066,1362056,7,7.3
43134,1396,0.000219907,43134.07638,43134.07662,716696,1362056,7,7.3
43134,1172,0.000208333,43134.07858,43134.07884,389675,1342556,7,6.3
43134,1174,0.000185185,43134.07876,43134.07906,414011,1342556,7,6.3
43134,1123,0.000208333,43134.07878,43134.07903,538870,1342556,7,6.3
43141,1172,0.000752315,43141.07133,43141.07212,389675,1342556,7,6.3
43141,1123,0.000231481,43141.07152,43141.07177,538870,1342556,7,6.3
43141,1174,0.000219907,43141.07156,43141.07181,414011,1342556,7,6.3
43141,1299,0.000324074,43141.07459,43141.07498,0,1362056,7,7.3
43141,1380,0.000405093,43141.07462,43141.07508,212294,1362056,7,7.3
43141,1227,0.00087963,43141.07569,43141.07661,433066,1362056,7,7.3
43141,1396,0.000810185,43141.0767,43141.07756,716696,1362056,7,7.3
43142,1380,0.000219907,43142.05346,43142.05372,212294,1362056,1,7.3
43142,1299,0.000208333,43142.05346,43142.05372,0,1362056,1,7.3
43142,1172,0.000208333,43142.05362,43142.05388,389675,1342556,1,6.3
43142,1174,0.000208333,43142.05381,43142.05409,414011,1342556,1,6.3
43142,1123,0.000208333,43142.0539,43142.05419,538870,1342556,1,6.3
43142,1227,0.000231481,43142.05424,43142.05451,433066,1362056,1,7.3
43142,1396,0.000231481,43142.05483,43142.05508,716696,1362056,1,7.3
43148,1172,0.000231481,43148.07194,43148.07221,389675,2276471,7,6.3
43148,1174,0.000219907,43148.07209,43148.07236,414011,2276471,7,6.3
43148,1123,0.000208333,43148.07219,43148.07243,538870,2276471,7,6.3
43148,1299,0.000196759,43148.07466,43148.0749,0,1362056,7,7.3
43148,1380,0.000208333,43148.07469,43148.07493,212294,1362056,7,7.3
43148,1227,0.000208333,43148.07598,43148.07623,433066,1362056,7,7.3
43148,1396,0.000208333,43148.07704,43148.0773,716696,1362056,7,7.3
43148,1394,0.00025463,43148.07771,43148.078,933915,2276471,7,6.3
43149,1172,0.000231481,43149.04725,43149.04753,389675,2276471,1,6.3
43149,1123,0.000231481,43149.04747,43149.04775,538870,2276471,1,6.3
43149,1174,0.000243056,43149.04747,43149.04775,414011,2276471,1,6.3
43149,1299,0.000208333,43149.05355,43149.0538,0,1362056,1,7.3
43149,1380,0.000196759,43149.05367,43149.05391,212294,1362056,1,7.3
43149,1227,0.000243056,43149.05477,43149.05505,433066,1362056,1,7.3
43149,1396,0.000243056,43149.05586,43149.05617,716696,1362056,1,7.3
43149,1394,0.000289352,43149.05594,43149.05628,933915,2276471,1,6.3
43155,1299,0.000208333,43155.0814,43155.08163,0,1362056,7,7.3
43155,1380,0.000231481,43155.082,43155.08228,212294,1362056,7,7.3
43155,1174,0.000208333,43155.08277,43155.083,414011,2276471,7,6.3
43155,1123,0.000208333,43155.08286,43155.0831,538870,2276471,7,6.3
43155,1227,0.000196759,43155.08306,43155.08332,433066,1362056,7,7.3
43156,1299,0.000208333,43156.04343,43156.04368,0,1362056,1,7.3
43156,1380,0.000231481,43156.0435,43156.04376,212294,1362056,1,7.3
43156,1172,0.000266204,43156.04429,43156.04462,389675,2276471,1,6.3
43156,1174,0.000231481,43156.04432,43156.04457,414011,2276471,1,6.3
43156,1123,0.000219907,43156.04454,43156.04479,538870,2276471,1,6.3
43156,1227,0.000219907,43156.04477,43156.04505,433066,1362056,1,7.3
43156,1394,0.000335648,43156.04588,43156.04626,933915,2276471,1,6.3
43156,1396,0.000219907,43156.04606,43156.04633,716696,1362056,1,7.3
43190,1299,0.000208333,43190.07463,43190.07488,0,1362056,7,7.3
43190,1380,0.000208333,43190.07495,43190.07522,212294,1362056,7,7.3
43190,1172,0.000300926,43190.07581,43190.07616,389675,2276471,7,6.3
43190,1174,0.000208333,43190.07612,43190.07634,414011,2276471,7,6.3
43190,1123,0.000231481,43190.07628,43190.07655,538870,2276471,7,6.3
43190,1227,0.000219907,43190.07642,43190.07667,433066,1362056,7,7.3
43190,1396,0.000208333,43190.0773,43190.07757,716696,1362056,7,7.3
43191,1299,0.000219907,43191.05759,43191.05786,0,1362056,1,7.3
43191,1380,0.000231481,43191.05782,43191.05811,212294,1362056,1,7.3
43191,1227,0.000219907,43191.05876,43191.059,433066,1362056,1,7.3
43191,1396,0.000231481,43191.06016,43191.06043,716696,1362056,1,7.3
43191,1172,0.000324074,43191.06175,43191.06211,389675,2276471,1,6.3
43191,1123,0.000231481,43191.06189,43191.06216,538870,2276471,1,6.3
43191,1174,0.000219907,43191.06191,43191.0622,414011,2276471,1,6.3
43191,1394,0.000393519,43191.06804,43191.06848,933915,2276471,1,6.3
43197,1172,0.000972222,43197.07191,43197.07292,389675,2276471,7,6.3
43197,1123,0.000231481,43197.07196,43197.07223,538870,2276471,7,6.3
43197,1174,0.00025463,43197.07211,43197.0724,414011,2276471,7,6.3
43197,1394,0.000775463,43197.07495,43197.07578,933915,2276471,7,6.3
43197,1299,0.000347222,43197.07791,43197.0783,0,1362056,7,7.3
43197,1380,0.000451389,43197.07832,43197.07884,212294,1362056,7,7.3
43197,1227,0.000960648,43197.07953,43197.08052,433066,1362056,7,7.3
43197,1396,0.001087963,43197.08022,43197.08134,716696,1362056,7,7.3
43198,1299,0.000196759,43198.04306,43198.0433,0,1362056,1,7.3
43198,1380,0.000231481,43198.04313,43198.04339,212294,1362056,1,7.3
43198,1227,0.000219907,43198.04405,43198.04431,433066,1362056,1,7.3
43198,1396,0.000231481,43198.04495,43198.04521,716696,1362056,1,7.3
43198,1172,0.000277778,43198.04727,43198.04757,389675,2276471,1,6.3
43198,1174,0.000219907,43198.04748,43198.04775,414011,2276471,1,6.3
43198,1123,0.000219907,43198.04755,43198.04781,538870,2276471,1,6.3
43198,1394,0.000428241,43198.05374,43198.05419,933915,2276471,1,6.3
43204,1172,0.000289352,43204.07613,43204.07646,389675,2276471,7,6.3
43204,1123,0.000219907,43204.07637,43204.07662,538870,2276471,7,6.3
43204,1174,0.000219907,43204.0765,43204.07677,414011,2276471,7,6.3
43204,1394,0.000405093,43204.07925,43204.0797,933915,2276471,7,6.3
43204,1299,0.000208333,43204.08168,43204.08191,0,1362056,7,7.3
43204,1380,0.000219907,43204.08209,43204.08236,212294,1362056,7,7.3
43219,1299,0.000266204,43219.04196,43219.0423,0,1743698,1,7.3
43219,1227,0.000266204,43219.04198,43219.0423,433066,1743698,1,7.3
43219,1380,0.00025463,43219.04198,43219.0423,212294,1743698,1,7.3
43219,1208,0.000243056,43219.04198,43219.04227,381642,1743698,1,7.3
43219,1396,0.000208333,43219.04296,43219.04325,716696,1743698,1,7.3
43219,1172,0.000243056,43219.05168,43219.052,389675,2276471,1,6.3
43219,1123,0.000231481,43219.0517,43219.05197,538870,2276471,1,6.3
43219,1174,0.000219907,43219.05179,43219.05204,414011,2276471,1,6.3
43219,1394,0.000474537,43219.05382,43219.05434,933915,2276471,1,6.3
43225,1172,0.000231481,43225.03971,43225.03997,389675,2276471,7,6.3
43225,1123,0.000208333,43225.0398,43225.04005,538870,2276471,7,6.3
43225,1174,0.000196759,43225.03994,43225.04019,414011,2276471,7,6.3
43225,1208,0.000300926,43225.04279,43225.04315,381642,2031378,7,7.3
43225,1299,0.000208333,43225.04293,43225.04318,0,2031378,7,7.3
43225,1380,0.000219907,43225.04319,43225.04347,212294,2031378,7,7.3
43225,1346,0.000208333,43225.04363,43225.0439,287680,2031378,7,7.3
43225,1227,0.000243056,43225.04378,43225.04406,433066,2031378,7,7.3
43225,1396,0.000208333,43225.04441,43225.04464,716696,2031378,7,7.3
43225,1394,0.000347222,43225.04532,43225.04571,933915,2276471,7,6.3
43226,1208,0.000277778,43226.03978,43226.04008,381642,2031378,1,7.3
43226,1299,0.000208333,43226.04002,43226.04029,0,2031378,1,7.3
43226,1380,0.000231481,43226.04022,43226.0405,212294,2031378,1,7.3
43226,1346,0.000196759,43226.04059,43226.04084,287680,2031378,1,7.3
43226,1227,0.000243056,43226.04081,43226.0411,433066,2031378,1,7.3
43226,1172,0.000266204,43226.04096,43226.0413,389675,2276471,1,6.3
43226,1174,0.000208333,43226.04105,43226.0413,414011,2276471,1,6.3
43226,1123,0.000231481,43226.04115,43226.04145,538870,2276471,1,6.3
43226,1396,0.000231481,43226.04157,43226.04184,716696,2031378,1,7.3
43226,1394,0.00037037,43226.04587,43226.04627,933915,2276471,1,6.3
43232,1172,0.0009375,43232.07184,43232.07279,389675,2276471,7,6.3
43232,1123,0.000243056,43232.07221,43232.07248,538870,2276471,7,6.3
43232,1174,0.000231481,43232.07247,43232.07273,414011,2276471,7,6.3
43232,1299,0.000393519,43232.07485,43232.07529,0,2031378,7,7.3
43232,1208,0.000266204,43232.07497,43232.07529,381642,2031378,7,7.3
43232,1380,0.000532407,43232.07551,43232.07609,212294,2031378,7,7.3
43232,1346,0.000219907,43232.07557,43232.07581,287680,2031378,7,7.3
43232,1227,0.001111111,43232.07666,43232.0778,433066,2031378,7,7.3
43232,1396,0.000902778,43232.078,43232.07892,716696,2031378,7,7.3
43232,1394,0.000775463,43232.07892,43232.07975,933915,2276471,7,6.3
43239,1299,0.000289352,43239.07481,43239.07514,0,2031378,7,7.3
43239,1380,0.000231481,43239.07488,43239.07514,212294,2031378,7,7.3
43239,1208,0.000231481,43239.07488,43239.07517,381642,2031378,7,7.3
43239,1346,0.000208333,43239.07543,43239.07568,287680,2031378,7,7.3
43239,1172,0.000277778,43239.07601,43239.07633,389675,2707963,7,6.3
43239,1123,0.000231481,43239.07603,43239.07633,538870,2707963,7,6.3
43239,1174,0.000231481,43239.07605,43239.07633,414011,2707963,7,6.3
43239,1227,0.000219907,43239.07635,43239.07661,433066,2031378,7,7.3
43239,1396,0.000208333,43239.07773,43239.07797,716696,2031378,7,7.3
43239,1394,0.000358796,43239.0798,43239.0802,933915,2707963,7,6.3
43239,1267,0.000231481,43239.08189,43239.08214,431492,2707963,7,6.3
43253,1100,0.000277778,43253.07815,43253.07848,0,3212446,7,6.3
43253,1299,0.000266204,43253.07858,43253.07891,0,2031378,7,7.3
43253,1208,0.000231481,43253.07867,43253.07897,381642,2031378,7,7.3
43253,1380,0.000231481,43253.07874,43253.07902,212294,2031378,7,7.3
43253,1267,0.000231481,43253.07913,43253.07942,431492,3212446,7,6.3
43253,1346,0.000219907,43253.07933,43253.07957,287680,2031378,7,7.3
43253,1348,0.000231481,43253.07977,43253.08005,504483,3212446,7,6.3
43253,1172,0.000277778,43253.07988,43253.08021,389675,3212446,7,6.3
43253,1174,0.00025463,43253.08002,43253.08032,414011,3212446,7,6.3
43253,1123,0.00025463,43253.08002,43253.08032,538870,3212446,7,6.3
43253,1227,0.000219907,43253.08037,43253.08063,433066,2031378,7,7.3
43253,1396,0.000219907,43253.08159,43253.08185,716696,2031378,7,7.3
43254,1208,0.000289352,43254.04389,43254.0442,381642,2031378,1,7.3
43254,1299,0.000277778,43254.04389,43254.04424,0,2031378,1,7.3
43254,1380,0.000219907,43254.04419,43254.04448,212294,2031378,1,7.3
43254,1346,0.000219907,43254.04469,43254.04493,287680,2031378,1,7.3
43254,1227,0.000219907,43254.04534,43254.04557,433066,2031378,1,7.3
43254,1396,0.00025463,43254.04667,43254.04694,716696,2031378,1,7.3
43254,1267,0.000289352,43254.05125,43254.05159,431492,3212446,1,6.3
43254,1348,0.000243056,43254.05177,43254.05207,504483,3212446,1,6.3
43254,1206,0.000231481,43254.05247,43254.05272,630731,3212446,1,6.3
43254,1100,0.000219907,43254.05333,43254.05361,0,3212446,1,6.3
43254,1394,0.000636574,43254.05497,43254.05566,933915,3212446,1,6.3
43254,1172,0.000277778,43254.05609,43254.05642,389675,3212446,1,6.3
43254,1174,0.000219907,43254.05618,43254.05644,414011,3212446,1,6.3
43254,1123,0.000196759,43254.05638,43254.05664,538870,3212446,1,6.3
43260,1100,0.000300926,43260.07015,43260.07046,0,3843177,7,6.3
43260,1172,0.001111111,43260.07234,43260.07348,389675,3843177,7,6.3
43260,1123,0.000243056,43260.07267,43260.07296,538870,3843177,7,6.3
43260,1174,0.000243056,43260.07311,43260.07339,414011,3843177,7,6.3
43260,1299,0.000358796,43260.07486,43260.07527,0,2031378,7,7.3
43260,1208,0.000219907,43260.07512,43260.07539,381642,2031378,7,7.3
43260,1380,0.000462963,43260.07516,43260.07569,212294,2031378,7,7.3
43260,1346,0.000219907,43260.07578,43260.07603,287680,2031378,7,7.3
43260,1267,0.000231481,43260.07634,43260.07661,431492,3843177,7,6.3
43260,1227,0.001099537,43260.07667,43260.07782,433066,2031378,7,7.3
43260,1348,0.000648148,43260.07671,43260.07738,504483,3843177,7,6.3
43260,1206,0.000231481,43260.07777,43260.07803,630731,3843177,7,6.3
43260,1396,0.000925926,43260.07788,43260.07887,716696,2031378,7,7.3
43260,1394,0.000914352,43260.08022,43260.08119,933915,3843177,7,6.3
43268,1208,0.000289352,43268.05065,43268.051,381642,2031378,1,7.3
43268,1299,0.000289352,43268.05065,43268.051,0,2031378,1,7.3
43268,1380,0.000208333,43268.05079,43268.05105,212294,2031378,1,7.3
43268,1346,0.000219907,43268.05155,43268.05183,287680,2031378,1,7.3
43268,1227,0.000219907,43268.05194,43268.05219,433066,2031378,1,7.3
43268,1100,0.00025463,43268.05323,43268.05354,0,3843177,1,6.3
43268,1396,0.000266204,43268.05359,43268.05391,716696,2031378,1,7.3
43268,1267,0.000219907,43268.05454,43268.05479,431492,3843177,1,6.3
43268,1348,0.000231481,43268.05501,43268.05529,504483,3843177,1,6.3
43268,1172,0.000231481,43268.05531,43268.0556,389675,3843177,1,6.3
43268,1174,0.000219907,43268.0555,43268.0558,414011,3843177,1,6.3
43268,1123,0.000208333,43268.05554,43268.05581,538870,3843177,1,6.3
43268,1206,0.000231481,43268.05633,43268.05659,630731,3843177,1,6.3
43268,1394,0.000706019,43268.05894,43268.05968,933915,3843177,1,6.3
43274,1100,0.000266204,43274.07365,43274.07396,0,3843177,7,6.3
43274,1174,0.000219907,43274.07632,43274.07656,414011,3843177,7,6.3
43274,1172,0.000266204,43274.07639,43274.0767,389675,3843177,7,6.3
43274,1123,0.000219907,43274.07656,43274.07683,538870,3843177,7,6.3
43274,1267,0.000219907,43274.07999,43274.08024,431492,3843177,7,6.3
43274,1348,0.000219907,43274.08065,43274.08095,504483,3843177,7,6.3
43274,1206,0.000219907,43274.08145,43274.08171,630731,3843177,7,6.3
43275,1208,0.000277778,43275.05433,43275.05468,381642,2031378,1,7.3
43275,1299,0.000277778,43275.05433,43275.05468,0,2031378,1,7.3
43275,1380,0.000196759,43275.05463,43275.0549,212294,2031378,1,7.3
43275,1346,0.000219907,43275.05523,43275.05549,287680,2031378,1,7.3
43275,1227,0.000219907,43275.05567,43275.05593,433066,2031378,1,7.3
43275,1100,0.000277778,43275.05685,43275.05715,0,3843177,1,6.3
43275,1396,0.000266204,43275.0577,43275.05803,716696,2031378,1,7.3
43275,1267,0.000219907,43275.05824,43275.05851,431492,3843177,1,6.3
43275,1348,0.000243056,43275.05884,43275.05914,504483,3843177,1,6.3
43275,1172,0.000266204,43275.05887,43275.05917,389675,3843177,1,6.3
43275,1174,0.000219907,43275.05891,43275.05921,414011,3843177,1,6.3
43275,1123,0.000231481,43275.05917,43275.05946,538870,3843177,1,6.3
43275,1206,0.000231481,43275.06007,43275.06034,630731,3843177,1,6.3
43275,1394,0.000648148,43275.06258,43275.06325,933915,3843177,1,6.3
43282,1100,0.000277778,43282.06377,43282.06409,0,3843177,1,6.3
43282,1208,0.000277778,43282.06499,43282.06532,381642,2031378,1,7.3
43282,1299,0.000219907,43282.06506,43282.06532,0,2031378,1,7.3
43282,1380,0.000231481,43282.06523,43282.06551,212294,2031378,1,7.3
43282,1346,0.000208333,43282.06581,43282.06605,287680,2031378,1,7.3
43282,1172,0.000243056,43282.06586,43282.06612,389675,3843177,1,6.3
43282,1174,0.000231481,43282.06623,43282.06649,414011,3843177,1,6.3
43282,1123,0.000231481,43282.06627,43282.06656,538870,3843177,1,6.3
43282,1227,0.000219907,43282.06672,43282.06698,433066,2031378,1,7.3
43282,1396,0.000266204,43282.06853,43282.06883,716696,2031378,1,7.3
43282,1267,0.000208333,43282.07512,43282.07537,431492,3843177,1,6.3
43282,1348,0.000219907,43282.07566,43282.07595,504483,3843177,1,6.3
43282,1206,0.000231481,43282.0767,43282.07696,630731,3843177,1,6.3
43282,1394,0.000393519,43282.07832,43282.07875,933915,3843177,1,6.3
43288,1299,0.000405093,43288.07826,43288.07872,0,2031378,7,7.3
43288,1380,0.000509259,43288.07858,43288.07914,212294,2031378,7,7.3
43288,1208,0.000231481,43288.07869,43288.07899,381642,2031378,7,7.3
43288,1346,0.000219907,43288.07949,43288.07977,287680,2031378,7,7.3
43288,1227,0.001168981,43288.0802,43288.0814,433066,2031378,7,7.3
43288,1100,0.000300926,43288.08084,43288.08117,0,3843177,7,6.3
43288,1396,0.001041667,43288.08106,43288.08215,716696,2031378,7,7.3
43295,1100,0.000266204,43295.07392,43295.07426,0,3843177,7,6.3
43295,1208,0.000289352,43295.07524,43295.07558,381642,2031378,7,7.3
43295,1299,0.000277778,43295.07524,43295.07558,0,2031378,7,7.3
43295,1380,0.000219907,43295.07531,43295.07559,212294,2031378,7,7.3
43295,1346,0.000219907,43295.07605,43295.07631,287680,2031378,7,7.3
43295,1172,0.000277778,43295.07631,43295.07662,389675,3843177,7,6.3
43295,1174,0.000208333,43295.07659,43295.07685,414011,3843177,7,6.3
43295,1123,0.000243056,43295.07678,43295.07704,538870,3843177,7,6.3
43295,1227,0.000231481,43295.07688,43295.07715,433066,2031378,7,7.3
43295,1396,0.000219907,43295.07841,43295.07869,716696,2031378,7,7.3
43295,1267,0.000243056,43295.07985,43295.08015,431492,3843177,7,6.3
43295,1348,0.000219907,43295.08044,43295.08069,504483,3843177,7,6.3
43295,1206,0.000231481,43295.08159,43295.08184,630731,3843177,7,6.3
43296,1299,0.000289352,43296.05098,43296.05131,0,2031378,1,7.3
43296,1208,0.000231481,43296.05108,43296.05134,381642,2031378,1,7.3
43296,1380,0.000243056,43296.05164,43296.05197,212294,2031378,1,7.3
43296,1346,0.000219907,43296.05178,43296.05206,287680,2031378,1,7.3
43296,1227,0.000231481,43296.05307,43296.05333,433066,2031378,1,7.3
43296,1396,0.000231481,43296.05442,43296.0547,716696,2031378,1,7.3
43296,1100,0.000243056,43296.05697,43296.05723,0,3843177,1,6.3
43296,1172,0.000300926,43296.05896,43296.05932,389675,3843177,1,6.3
43296,1174,0.000219907,43296.05904,43296.05932,414011,3843177,1,6.3
43296,1123,0.000243056,43296.05928,43296.05955,538870,3843177,1,6.3
43296,1267,0.000243056,43296.06225,43296.06255,431492,3843177,1,6.3
43296,1348,0.000266204,43296.06354,43296.06384,504483,3843177,1,6.3
43296,1206,0.00025463,43296.06477,43296.0651,630731,3843177,1,6.3
43296,1394,0.000439815,43296.06634,43296.06683,933915,3843177,1,6.3
43302,1299,0.000289352,43302.08225,43302.08257,0,2031378,7,7.3
43302,1208,0.000231481,43302.08236,43302.08264,381642,2031378,7,7.3
43302,1380,0.000219907,43302.08241,43302.08266,212294,2031378,7,7.3
43302,1346,0.000150463,43302.08315,43302.08332,287680,2031378,7,7.3
43316,1100,0.00025463,43316.07713,43316.07748,0,3843177,7,6.3
43316,1172,0.000266204,43316.07972,43316.08006,389675,3843177,7,6.3
43316,1123,0.000231481,43316.07977,43316.08005,538870,3843177,7,6.3
43316,1174,0.000219907,43316.08005,43316.08032,414011,3843177,7,6.3
43316,1299,0.000277778,43316.08263,43316.08294,0,3556736,7,7.3
43316,1208,0.000277778,43316.08263,43316.08296,381642,3556736,7,7.3
43316,1380,0.000219907,43316.08269,43316.08296,212294,3556736,7,7.3
43323,1299,0.00037037,43323.066,43323.0664,0,3556736,7,7.3
43323,1208,0.00025463,43323.06602,43323.06634,381642,3556736,7,7.3
43323,1380,0.000520833,43323.0661,43323.06666,212294,3556736,7,7.3
43323,1346,0.000231481,43323.06693,43323.0672,287680,3556736,7,7.3
43323,1227,0.001134259,43323.06701,43323.06819,433066,3556736,7,7.3
43323,1358,0.001145833,43323.06821,43323.0694,1525358,3556736,7,7.3
43323,1396,0.001018519,43323.06924,43323.0703,716696,3556736,7,7.3
43323,1100,0.000289352,43323.07101,43323.07134,0,3843177,7,6.3
43323,1172,0.00130787,43323.07362,43323.07499,389675,3843177,7,6.3
43323,1174,0.000243056,43323.07396,43323.07422,414011,3843177,7,6.3
43323,1123,0.00025463,43323.07403,43323.07432,538870,3843177,7,6.3
43323,1267,0.000219907,43323.07729,43323.07757,431492,3843177,7,6.3
43323,1348,0.001168981,43323.07797,43323.07919,504483,3843177,7,6.3
43323,1206,0.00025463,43323.079,43323.07932,630731,3843177,7,6.3
43324,1100,0.000289352,43324.04734,43324.04767,0,3843177,1,6.3
43324,1299,0.000289352,43324.04803,43324.04839,0,3556736,1,7.3
43324,1208,0.000231481,43324.04813,43324.04839,381642,3556736,1,7.3
43324,1380,0.000231481,43324.04847,43324.04873,212294,3556736,1,7.3
43324,1346,0.000208333,43324.04882,43324.04907,287680,3556736,1,7.3
43324,1172,0.000289352,43324.04922,43324.04957,389675,3843177,1,6.3
43324,1227,0.000231481,43324.04949,43324.04973,433066,3556736,1,7.3
43324,1123,0.00025463,43324.04954,43324.04984,538870,3843177,1,6.3
43324,1174,0.00025463,43324.04958,43324.04991,414011,3843177,1,6.3
43324,1358,0.00025463,43324.04988,43324.05022,1525358,3556736,1,7.3
43324,1396,0.00025463,43324.05176,43324.05206,716696,3556736,1,7.3
43324,1267,0.000324074,43324.05257,43324.05294,431492,3843177,1,6.3
43324,1348,0.000208333,43324.05374,43324.054,504483,3843177,1,6.3
43324,1206,0.00025463,43324.05552,43324.05583,630731,3843177,1,6.3
43324,1394,0.000543981,43324.05848,43324.05909,933915,3843177,1,6.3
43330,1100,0.000277778,43330.07777,43330.07809,0,3843177,7,6.3
43330,1172,0.000219907,43330.07981,43330.08009,389675,3843177,7,6.3
43330,1348,0.000219907,43330.08005,43330.08031,504483,3843177,7,6.3
43330,1267,0.000231481,43330.0801,43330.08038,431492,3843177,7,6.3
43330,1123,0.000231481,43330.08038,43330.08065,538870,3843177,7,6.3
43330,1174,0.000219907,43330.08054,43330.08082,414011,3843177,7,6.3
43330,1206,0.000208333,43330.08169,43330.08197,630731,3843177,7,6.3
43330,1299,0.000266204,43330.0825,43330.08284,0,3556736,7,7.3
