day,kinko,Ptime,kokyaku,kokyaku_total,WD,core,starttime,endtime
43694,1380,0.002581019,212294,6678291,7,7.3,43694.05228,43694.05486
43694,1208,0.002974537,381642,6678291,7,7.3,43694.05274,43694.05572
43694,1346,0.002800926,287680,6678291,7,7.3,43694.05333,43694.05613
43694,1370,0.003703704,662210,6678291,7,7.3,43694.05384,43694.05755
43694,1227,0.002893519,433066,6678291,7,7.3,43694.05449,43694.05738
43694,1206,0.004247685,630731,13192625,7,6.3,43694.05472,43694.05897
43694,1396,0.003055556,716696,6678291,7,7.3,43694.05726,43694.06031
43694,1394,0.003611111,933915,13192625,7,6.3,43694.05912,43694.06273
43694,1358,0.00505787,1525358,6678291,7,7.3,43694.05981,43694.06487
43694,1260,0.007858796,2459345,6678291,7,7.3,43694.0659,43694.07376
43694,1356,0.007430556,2566335,13192625,7,6.3,43694.06644,43694.07387
43695,1100,0.003252315,0,13192625,1,6.3,43695.03986,43695.04311
43695,1188,0.005462963,365500,13192625,1,6.3,43695.04214,43695.0476
43695,1172,0.007280093,389675,13192625,1,6.3,43695.04395,43695.05123
43695,1267,0.005115741,431492,13192625,1,6.3,43695.04397,43695.04909
43695,1174,0.006574074,414011,13192625,1,6.3,43695.04413,43695.05071
43695,1348,0.006261574,504483,13192625,1,6.3,43695.04448,43695.05074
43695,1299,0.002939815,0,6678291,1,7.3,43695.04466,43695.0476
43695,1123,0.006782407,538870,13192625,1,6.3,43695.04497,43695.05175
43695,1181,0.007407407,485939,13192625,1,6.3,43695.04596,43695.05337
43695,1208,0.004363426,381642,6678291,1,7.3,43695.04603,43695.05039
43695,1380,0.003472222,212294,6678291,1,7.3,43695.04619,43695.04966
43695,1370,0.005474537,662210,6678291,1,7.3,43695.04633,43695.05181
43695,1346,0.003599537,287680,6678291,1,7.3,43695.0467,43695.0503
43695,1227,0.004571759,433066,6678291,1,7.3,43695.04818,43695.05275
43695,1206,0.006226852,630731,13192625,1,6.3,43695.04867,43695.0549
43695,1396,0.003912037,716696,6678291,1,7.3,43695.05102,43695.05493
43695,1394,0.00494213,933915,13192625,1,6.3,43695.05278,43695.05772
43695,1358,0.006747685,1525358,6678291,1,7.3,43695.05331,43695.06006
43695,1356,0.01,2566335,13192625,1,6.3,43695.05701,43695.06789
43695,1260,0.009710648,2459345,6678291,1,7.3,43695.05799,43695.0677
43696,1100,0.001979167,0,13192625,2,6.3,43696.05053,43696.05251
43696,1299,0.002071759,0,6678291,2,7.3,43696.05074,43696.05281
43696,1208,0.002916667,381642,6678291,2,7.3,43696.05148,43696.0544
43696,1380,0.002326389,212294,6678291,2,7.3,43696.05226,43696.05458
43696,1346,0.002604167,287680,6678291,2,7.3,43696.05247,43696.05507
43696,1188,0.00380787,365500,13192625,2,6.3,43696.05252,43696.05633
43696,1267,0.003738426,431492,13192625,2,6.3,43696.05272,43696.05646
43696,1370,0.003703704,662210,6678291,2,7.3,43696.05319,43696.0569
43696,1348,0.004074074,504483,13192625,2,6.3,43696.0536,43696.05767
43696,1227,0.002974537,433066,6678291,2,7.3,43696.05374,43696.05671
43696,1174,0.003761574,414011,13192625,2,6.3,43696.0548,43696.05856
43696,1123,0.005081019,538870,13192625,2,6.3,43696.05494,43696.06002
43696,1181,0.003981481,485939,13192625,2,6.3,43696.05556,43696.05954
43696,1172,0.003912037,389675,13192625,2,6.3,43696.05567,43696.05958
43696,1358,0.005428241,1525358,6678291,2,7.3,43696.05679,43696.06222
43696,1396,0.003368056,716696,6678291,2,7.3,43696.05682,43696.06019
43696,1206,0.00431713,630731,13192625,2,6.3,43696.05691,43696.06123
43696,1260,0.007673611,2459345,6678291,2,7.3,43696.0609,43696.06858
43696,1394,0.003784722,933915,13192625,2,6.3,43696.06117,43696.06495
43696,1356,0.007824074,2566335,13192625,2,6.3,43696.06225,43696.07007
43697,1299,0.002291667,0,6678291,3,7.3,43697.05156,43697.05385
43697,1380,0.002453704,212294,6678291,3,7.3,43697.05219,43697.05464
43697,1208,0.0028125,381642,6678291,3,7.3,43697.05227,43697.05508
43697,1346,0.002708333,287680,6678291,3,7.3,43697.05323,43697.05594
43697,1370,0.004097222,662210,6678291,3,7.3,43697.05332,43697.05742
43697,1227,0.003148148,433066,6678291,3,7.3,43697.05354,43697.05669
43697,1396,0.0034375,716696,6678291,3,7.3,43697.05593,43697.05936
43697,1100,0.002164352,0,13192625,3,6.3,43697.05723,43697.0594
43697,1358,0.005277778,1525358,6678291,3,7.3,43697.05928,43697.06456
43697,1188,0.003518519,365500,13192625,3,6.3,43697.05984,43697.06336
43697,1172,0.004224537,389675,13192625,3,6.3,43697.06186,43697.06609
43697,1267,0.003726852,431492,13192625,3,6.3,43697.06191,43697.06564
43697,1174,0.004016204,414011,13192625,3,6.3,43697.062,43697.06602
43697,1348,0.004525463,504483,13192625,3,6.3,43697.06212,43697.06664
43697,1123,0.004976852,538870,13192625,3,6.3,43697.06212,43697.06709
43697,1181,0.004293981,485939,13192625,3,6.3,43697.06317,43697.06747
43697,1260,0.007777778,2459345,6678291,3,7.3,43697.06446,43697.07223
43697,1206,0.004224537,630731,13192625,3,6.3,43697.06543,43697.06965
43697,1394,0.003622685,933915,13192625,3,6.3,43697.0697,43697.07332
43698,1299,0.002696759,0,6678291,4,7.3,43698.0553,43698.058
43698,1208,0.003009259,381642,6678291,4,7.3,43698.05586,43698.05887
43698,1380,0.002361111,212294,6678291,4,7.3,43698.05588,43698.05824
43698,1346,0.002662037,287680,6678291,4,7.3,43698.05685,43698.05951
43698,1370,0.00400463,662210,6678291,4,7.3,43698.05697,43698.06097
43698,1227,0.003159722,433066,6678291,4,7.3,43698.05734,43698.0605
43698,1396,0.00318287,716696,6678291,4,7.3,43698.06039,43698.06358
43698,1100,0.00244213,0,13192625,4,6.3,43698.06142,43698.06387
43698,1188,0.003831019,365500,13192625,4,6.3,43698.06352,43698.06735
43698,1358,0.00525463,1525358,6678291,4,7.3,43698.06434,43698.06959
43698,1172,0.005451389,389675,13192625,4,6.3,43698.06597,43698.07142
43698,1267,0.004293981,431492,13192625,4,6.3,43698.06602,43698.07031
43698,1174,0.004236111,414011,13192625,4,6.3,43698.06606,43698.0703
43698,1348,0.004710648,504483,13192625,4,6.3,43698.06655,43698.07126
43698,1123,0.004756944,538870,13192625,4,6.3,43698.0666,43698.07135
43698,1181,0.004259259,485939,13192625,4,6.3,43698.06722,43698.07148
43698,1260,0.008043981,2459345,6678291,4,7.3,43698.06839,43698.07644
43698,1206,0.003738426,630731,13192625,4,6.3,43698.07032,43698.07406
43698,1394,0.003784722,933915,13192625,4,6.3,43698.07394,43698.07772
43699,1299,0.002083333,0,6678291,5,7.3,43699.05188,43699.05396
43699,1380,0.002303241,212294,6678291,5,7.3,43699.05227,43699.05457
43699,1208,0.002766204,381642,6678291,5,7.3,43699.05256,43699.05532
43699,1346,0.002650463,287680,6678291,5,7.3,43699.053,43699.05565
43699,1370,0.003958333,662210,6678291,5,7.3,43699.05362,43699.05758
43699,1227,0.003032407,433066,6678291,5,7.3,43699.05455,43699.05758
43699,1100,0.002604167,0,13192625,5,6.3,43699.05466,43699.05727
43699,1396,0.003333333,716696,6678291,5,7.3,43699.05655,43699.05988
43699,1188,0.003726852,365500,13192625,5,6.3,43699.05657,43699.0603
43699,1172,0.0040625,389675,13192625,5,6.3,43699.05847,43699.06253
43699,1348,0.005011574,504483,13192625,5,6.3,43699.05877,43699.06378
43699,1267,0.003668981,431492,13192625,5,6.3,43699.05902,43699.06269
43699,1123,0.004641204,538870,13192625,5,6.3,43699.05913,43699.06377
43699,1181,0.004212963,485939,13192625,5,6.3,43699.05918,43699.06339
43699,1174,0.003888889,414011,13192625,5,6.3,43699.05929,43699.06318
43699,1358,0.005104167,1525358,6678291,5,7.3,43699.06041,43699.06551
43699,1206,0.004340278,630731,13192625,5,6.3,43699.06181,43699.06615
43699,1260,0.007638889,2459345,6678291,5,7.3,43699.06617,43699.07381
43699,1394,0.003912037,933915,13192625,5,6.3,43699.06661,43699.07052
43699,1356,0.007662037,2566335,13192625,5,6.3,43699.07381,43699.08147
43700,1100,0.002060185,0,13192625,6,6.3,43700.05065,43700.05271
43700,1299,0.001944444,0,6678291,6,7.3,43700.05209,43700.05404
43700,1380,0.002303241,212294,6678291,6,7.3,43700.05228,43700.05458
43700,1208,0.00287037,381642,6678291,6,7.3,43700.05242,43700.05529
43700,1188,0.003564815,365500,13192625,6,6.3,43700.05294,43700.0565
43700,1346,0.002719907,287680,6678291,6,7.3,43700.05306,43700.05578
43700,1370,0.00380787,662210,6678291,6,7.3,43700.05333,43700.05714
43700,1267,0.003657407,431492,13192625,6,6.3,43700.05455,43700.05821
43700,1227,0.00306713,433066,6678291,6,7.3,43700.05459,43700.05766
43700,1123,0.004849537,538870,13192625,6,6.3,43700.05501,43700.05986
43700,1172,0.004537037,389675,13192625,6,6.3,43700.05506,43700.05959
43700,1348,0.004710648,504483,13192625,6,6.3,43700.05534,43700.06005
43700,1174,0.00412037,414011,13192625,6,6.3,43700.05536,43700.05948
43700,1181,0.004201389,485939,13192625,6,6.3,43700.05543,43700.05963
43700,1396,0.003240741,716696,6678291,6,7.3,43700.05657,43700.05981
43700,1206,0.003368056,630731,13192625,6,6.3,43700.05957,43700.06294
43700,1358,0.005162037,1525358,6678291,6,7.3,43700.06044,43700.0656
43700,1394,0.003935185,933915,13192625,6,6.3,43700.06205,43700.06598
43700,1260,0.008009259,2459345,6678291,6,7.3,43700.06436,43700.07237
43700,1356,0.008020833,2566335,13192625,6,6.3,43700.06966,43700.07769
43701,1100,0.001967593,0,13192625,7,6.3,43701.05028,43701.05225
43701,1188,0.003564815,365500,13192625,7,6.3,43701.05288,43701.05645
43701,1172,0.003865741,389675,13192625,7,6.3,43701.05487,43701.05874
43701,1267,0.003553241,431492,13192625,7,6.3,43701.0551,43701.05866
43701,1299,0.002141204,0,6678291,7,7.3,43701.0552,43701.05734
43701,1123,0.004583333,538870,13192625,7,6.3,43701.05535,43701.05993
43701,1380,0.002997685,212294,6678291,7,7.3,43701.05573,43701.05873
43701,1174,0.003680556,414011,13192625,7,6.3,43701.05584,43701.05953
43701,1348,0.004386574,504483,13192625,7,6.3,43701.05587,43701.06025
43701,1181,0.003969907,485939,13192625,7,6.3,43701.05603,43701.06
43701,1208,0.003310185,381642,6678291,7,7.3,43701.05612,43701.05943
43701,1346,0.002928241,287680,6678291,7,7.3,43701.05684,43701.05977
43701,1370,0.003981481,662210,6678291,7,7.3,43701.05763,43701.06161
43701,1227,0.003402778,433066,6678291,7,7.3,43701.05777,43701.06117
43701,1206,0.003240741,630731,13192625,7,6.3,43701.06031,43701.06355
43701,1396,0.003287037,716696,6678291,7,7.3,43701.06105,43701.06434
43701,1394,0.003703704,933915,13192625,7,6.3,43701.06446,43701.06816
43701,1358,0.005092593,1525358,6678291,7,7.3,43701.0649,43701.06999
43701,1260,0.0075,2459345,6678291,7,7.3,43701.07006,43701.07756
43701,1356,0.007858796,2566335,13192625,7,6.3,43701.07231,43701.08017
43703,1100,0.002476852,0,13192625,2,6.3,43703.04896,43703.05144
43703,1188,0.004363426,365500,13192625,2,6.3,43703.04898,43703.05334
43703,1267,0.003831019,431492,13192625,2,6.3,43703.04903,43703.05286
43703,1123,0.004930556,538870,13192625,2,6.3,43703.0491,43703.05403
43703,1172,0.003946759,389675,13192625,2,6.3,43703.04914,43703.05309
43703,1174,0.004247685,414011,13192625,2,6.3,43703.04972,43703.05397
43703,1348,0.004444444,504483,13192625,2,6.3,43703.05064,43703.05508
43703,1181,0.004097222,485939,13192625,2,6.3,43703.05091,43703.05501
43703,1206,0.004201389,630731,13192625,2,6.3,43703.05291,43703.05711
43703,1299,0.002118056,0,6678291,2,7.3,43703.05449,43703.05661
43703,1380,0.002581019,212294,6678291,2,7.3,43703.05513,43703.05771
43703,1208,0.003159722,381642,6678291,2,7.3,43703.05515,43703.05831
43703,1394,0.004201389,933915,13192625,2,6.3,43703.0553,43703.0595
43703,1346,0.003090278,287680,6678291,2,7.3,43703.05573,43703.05882
43703,1370,0.004201389,662210,6678291,2,7.3,43703.05578,43703.05998
43703,1227,0.003229167,433066,6678291,2,7.3,43703.05657,43703.0598
43703,1396,0.003321759,716696,6678291,2,7.3,43703.05845,43703.06177
43703,1356,0.007962963,2566335,13192625,2,6.3,43703.06037,43703.06833
43703,1358,0.005810185,1525358,6678291,2,7.3,43703.06051,43703.06632
43703,1260,0.007662037,2459345,6678291,2,7.3,43703.06451,43703.07218
43704,1299,0.002152778,0,6678291,3,7.3,43704.06597,43704.06813
43704,1380,0.002604167,212294,6678291,3,7.3,43704.06667,43704.06927
43704,1208,0.002696759,381642,6678291,3,7.3,43704.06738,43704.07008
43704,1346,0.002650463,287680,6678291,3,7.3,43704.06778,43704.07043
43704,1370,0.003657407,662210,6678291,3,7.3,43704.06836,43704.07201
43704,1227,0.002997685,433066,6678291,3,7.3,43704.06838,43704.07138
43704,1396,0.003043981,716696,6678291,3,7.3,43704.071,43704.07404
43704,1358,0.005034722,1525358,6678291,3,7.3,43704.07583,43704.08087
43704,1100,0.00255787,0,13192625,3,6.3,43704.08022,43704.08278
43705,1299,0.002303241,0,6678291,4,7.3,43705.05539,43705.0577
43705,1380,0.003101852,212294,6678291,4,7.3,43705.05601,43705.05911
43705,1208,0.002939815,381642,6678291,4,7.3,43705.05647,43705.05941
43705,1346,0.0028125,287680,6678291,4,7.3,43705.05727,43705.06008
43705,1370,0.003784722,662210,6678291,4,7.3,43705.0577,43705.06148
43705,1227,0.003043981,433066,6678291,4,7.3,43705.05809,43705.06113
43705,1396,0.003101852,716696,6678291,4,7.3,43705.0605,43705.0636
43705,1100,0.002268519,0,13192625,4,6.3,43705.06396,43705.06623
43705,1358,0.005023148,1525358,6678291,4,7.3,43705.06517,43705.0702
43705,1188,0.003553241,365500,13192625,4,6.3,43705.06711,43705.07066
43705,1172,0.003506944,389675,13192625,4,6.3,43705.07019,43705.07369
43705,1267,0.003287037,431492,13192625,4,6.3,43705.07021,43705.0735
43705,1123,0.004293981,538870,13192625,4,6.3,43705.07034,43705.07463
43705,1174,0.003587963,414011,13192625,4,6.3,43705.07069,43705.07428
43705,1181,0.003865741,485939,13192625,4,6.3,43705.07106,43705.07493
43705,1260,0.007511574,2459345,6678291,4,7.3,43705.07139,43705.0789
43705,1348,0.004027778,504483,13192625,4,6.3,43705.07144,43705.07546
43705,1206,0.003541667,630731,13192625,4,6.3,43705.07485,43705.07839
43705,1394,0.003831019,933915,13192625,4,6.3,43705.07825,43705.08208
43706,1299,0.003032407,0,6678291,5,7.3,43706.05166,43706.05469
43706,1208,0.003159722,381642,6678291,5,7.3,43706.05237,43706.05553
43706,1380,0.002974537,212294,6678291,5,7.3,43706.05317,43706.05615
43706,1346,0.002881944,287680,6678291,5,7.3,43706.05337,43706.05625
43706,1370,0.003854167,662210,6678291,5,7.3,43706.05344,43706.05729
43706,1100,0.002025463,0,13192625,5,6.3,43706.05353,43706.05556
43706,1227,0.002939815,433066,6678291,5,7.3,43706.05462,43706.05756
43706,1188,0.00375,365500,13192625,5,6.3,43706.05634,43706.06009
43706,1396,0.00306713,716696,6678291,5,7.3,43706.05733,43706.06039
43706,1267,0.003263889,431492,13192625,5,6.3,43706.05845,43706.06171
43706,1172,0.003634259,389675,13192625,5,6.3,43706.05847,43706.06211
43706,1174,0.003576389,414011,13192625,5,6.3,43706.05875,43706.06233
43706,1123,0.004097222,538870,13192625,5,6.3,43706.05885,43706.06295
43706,1348,0.004143519,504483,13192625,5,6.3,43706.05969,43706.06383
43706,1181,0.003773148,485939,13192625,5,6.3,43706.05973,43706.06351
43706,1358,0.005092593,1525358,6678291,5,7.3,43706.06115,43706.06624
43706,1206,0.003657407,630731,13192625,5,6.3,43706.06229,43706.06595
43706,1260,0.007210648,2459345,6678291,5,7.3,43706.06572,43706.07293
43706,1394,0.00337963,933915,13192625,5,6.3,43706.06686,43706.07024
43706,1356,0.007847222,2566335,13192625,5,6.3,43706.07292,43706.08076
43707,1100,0.002152778,0,13192625,6,6.3,43707.05016,43707.05231
43707,1299,0.002326389,0,6678291,6,7.3,43707.05189,43707.05421
43707,1208,0.003090278,381642,6678291,6,7.3,43707.05221,43707.0553
43707,1380,0.002847222,212294,6678291,6,7.3,43707.05233,43707.05517
43707,1188,0.003506944,365500,13192625,6,6.3,43707.05293,43707.05644
43707,1346,0.0028125,287680,6678291,6,7.3,43707.05322,43707.05603
43707,1370,0.003645833,662210,6678291,6,7.3,43707.05348,43707.05713
43707,1227,0.002997685,433066,6678291,6,7.3,43707.05462,43707.05762
43707,1172,0.003842593,389675,13192625,6,6.3,43707.05476,43707.0586
43707,1267,0.003657407,431492,13192625,6,6.3,43707.05492,43707.05858
43707,1123,0.004675926,538870,13192625,6,6.3,43707.05535,43707.06002
43707,1174,0.003923611,414011,13192625,6,6.3,43707.05546,43707.05939
43707,1181,0.00400463,485939,13192625,6,6.3,43707.05583,43707.05984
43707,1348,0.004363426,504483,13192625,6,6.3,43707.056,43707.06036
43707,1396,0.003101852,716696,6678291,6,7.3,43707.05709,43707.0602
43707,1206,0.004201389,630731,13192625,6,6.3,43707.05906,43707.06326
43707,1358,0.004953704,1525358,6678291,6,7.3,43707.06001,43707.06497
43707,1394,0.003819444,933915,13192625,6,6.3,43707.0624,43707.06622
43707,1260,0.007951389,2459345,6678291,6,7.3,43707.06498,43707.07293
43707,1356,0.007650463,2566335,13192625,6,6.3,43707.06862,43707.07627
43708,1299,0.002013889,0,6678291,7,7.3,43708.05502,43708.05704
43708,1380,0.002372685,212294,6678291,7,7.3,43708.05583,43708.05821
43708,1208,0.002719907,381642,6678291,7,7.3,43708.0559,43708.05862
43708,1346,0.002604167,287680,6678291,7,7.3,43708.05713,43708.05973
43708,1100,0.002430556,0,13192625,7,6.3,43708.05736,43708.05979
43708,1370,0.003576389,662210,6678291,7,7.3,43708.05741,43708.06098
43708,1227,0.00306713,433066,6678291,7,7.3,43708.05797,43708.06104
43708,1188,0.003506944,365500,13192625,7,6.3,43708.06041,43708.06391
43708,1396,0.002939815,716696,6678291,7,7.3,43708.0611,43708.06404
43708,1172,0.00400463,389675,13192625,7,6.3,43708.06198,43708.06598
43708,1267,0.003564815,431492,13192625,7,6.3,43708.0626,43708.06617
43708,1174,0.00380787,414011,13192625,7,6.3,43708.06286,43708.06667
43708,1123,0.004155093,538870,13192625,7,6.3,43708.06336,43708.06751
43708,1348,0.004259259,504483,13192625,7,6.3,43708.06389,43708.06815
43708,1181,0.003784722,485939,13192625,7,6.3,43708.06414,43708.06793
43708,1358,0.005,1525358,6678291,7,7.3,43708.06485,43708.06985
43708,1206,0.003483796,630731,13192625,7,6.3,43708.06802,43708.0715
43708,1260,0.007453704,2459345,6678291,7,7.3,43708.07001,43708.07747
43708,1394,0.003726852,933915,13192625,7,6.3,43708.07123,43708.07495
43709,1100,0.003113426,0,13192625,1,6.3,43709.04418,43709.04729
43709,1299,0.00287037,0,6678291,1,7.3,43709.04476,43709.04763
43709,1188,0.006770833,365500,13192625,1,6.3,43709.04583,43709.0526
43709,1104,0.00537037,627091,13192625,1,6.3,43709.04583,43709.0512
43709,1208,0.004594907,381642,6678291,1,7.3,43709.04593,43709.05052
43709,1380,0.003460648,212294,6678291,1,7.3,43709.04593,43709.04939
43709,1370,0.005208333,662210,6678291,1,7.3,43709.04674,43709.05194
43709,1346,0.004780093,287680,6678291,1,7.3,43709.04685,43709.05163
43709,1172,0.005810185,389675,13192625,1,6.3,43709.04766,43709.05347
43709,1267,0.005,431492,13192625,1,6.3,43709.04769,43709.05269
43709,1174,0.005358796,414011,13192625,1,6.3,43709.04811,43709.05347
43709,1348,0.005416667,504483,13192625,1,6.3,43709.04814,43709.05355
43709,1227,0.004618056,433066,6678291,1,7.3,43709.04844,43709.05306
43709,1123,0.006493056,538870,13192625,1,6.3,43709.04936,43709.05586
43709,1181,0.00712963,485939,13192625,1,6.3,43709.04959,43709.05672
43709,1396,0.003796296,716696,6678291,1,7.3,43709.05138,43709.05517
43709,1206,0.005127315,630731,13192625,1,6.3,43709.05404,43709.05917
43709,1358,0.006365741,1525358,6678291,1,7.3,43709.05464,43709.06101
43709,1394,0.0046875,933915,13192625,1,6.3,43709.05682,43709.0615
43709,1260,0.009224537,2459345,6678291,1,7.3,43709.05872,43709.06794
43709,1356,0.009826389,2566335,13192625,1,6.3,43709.06233,43709.07215
43710,1100,0.002037037,0,13819716,2,6.3,43710.05368,43710.05572
43710,1188,0.004236111,365500,13819716,2,6.3,43710.05584,43710.06008
43710,1104,0.003530093,627091,13819716,2,6.3,43710.0562,43710.05973
43710,1172,0.00412037,389675,13819716,2,6.3,43710.05664,43710.06076
43710,1123,0.004502315,538870,13819716,2,6.3,43710.05674,43710.06124
43710,1267,0.003958333,431492,13819716,2,6.3,43710.05681,43710.06076
43710,1174,0.004050926,414011,13819716,2,6.3,43710.05813,43710.06218
43710,1299,0.001967593,0,6678291,2,7.3,43710.05833,43710.0603
43710,1181,0.004236111,485939,13819716,2,6.3,43710.05838,43710.06262
43710,1348,0.004444444,504483,13819716,2,6.3,43710.05875,43710.06319
43710,1208,0.002777778,381642,6678291,2,7.3,43710.05882,43710.0616
43710,1380,0.002615741,212294,6678291,2,7.3,43710.05882,43710.06144
43710,1370,0.003726852,662210,6678291,2,7.3,43710.05932,43710.06304
43710,1346,0.002766204,287680,6678291,2,7.3,43710.05932,43710.06208
43710,1227,0.003125,433066,6678291,2,7.3,43710.06042,43710.06354
43710,1206,0.00400463,630731,13819716,2,6.3,43710.06051,43710.06451
43710,1396,0.004039352,716696,6678291,2,7.3,43710.06214,43710.06618
43710,1394,0.003969907,933915,13819716,2,6.3,43710.06332,43710.06729
43710,1358,0.005717593,1525358,6678291,2,7.3,43710.06411,43710.06983
43710,1356,0.007465278,2566335,13819716,2,6.3,43710.06779,43710.07525
43710,1260,0.008043981,2459345,6678291,2,7.3,43710.06802,43710.07606
43711,1299,0.002280093,0,6678291,3,7.3,43711.06248,43711.06476
43711,1380,0.003298611,212294,6678291,3,7.3,43711.06328,43711.06657
43711,1208,0.002858796,381642,6678291,3,7.3,43711.06345,43711.06631
43711,1346,0.002881944,287680,6678291,3,7.3,43711.06441,43711.06729
43711,1227,0.003125,433066,6678291,3,7.3,43711.06487,43711.068
43711,1370,0.003622685,662210,6678291,3,7.3,43711.0651,43711.06873
43711,1396,0.003206019,716696,6678291,3,7.3,43711.06779,43711.071
43711,1358,0.004976852,1525358,6678291,3,7.3,43711.07156,43711.07654
43711,1100,0.002256944,0,13819716,3,6.3,43711.07593,43711.07818
43711,1188,0.003923611,365500,13819716,3,6.3,43711.07793,43711.08185
43711,1104,0.00380787,627091,13819716,3,6.3,43711.07797,43711.08178
43712,1299,0.002222222,0,6678291,4,7.3,43712.05174,43712.05396
43712,1208,0.003275463,381642,6678291,4,7.3,43712.0523,43712.05558
43712,1380,0.002395833,212294,6678291,4,7.3,43712.05258,43712.05498
43712,1370,0.004166667,662210,6678291,4,7.3,43712.05344,43712.0576
43712,1346,0.002951389,287680,6678291,4,7.3,43712.05344,43712.05639
43712,1100,0.002349537,0,13819716,4,6.3,43712.05358,43712.05593
43712,1227,0.003043981,433066,6678291,4,7.3,43712.05398,43712.05703
43712,1188,0.004039352,365500,13819716,4,6.3,43712.0562,43712.06024
43712,1104,0.00369213,627091,13819716,4,6.3,43712.05644,43712.06013
43712,1396,0.003506944,716696,6678291,4,7.3,43712.0567,43712.06021
43712,1267,0.003576389,431492,13819716,4,6.3,43712.0583,43712.06188
43712,1123,0.004895833,538870,13819716,4,6.3,43712.05832,43712.06322
43712,1172,0.003761574,389675,13819716,4,6.3,43712.05832,43712.06208
43712,1174,0.003888889,414011,13819716,4,6.3,43712.05918,43712.06307
43712,1181,0.003819444,485939,13819716,4,6.3,43712.05991,43712.06373
43712,1348,0.004212963,504483,13819716,4,6.3,43712.05995,43712.06417
43712,1358,0.00525463,1525358,6678291,4,7.3,43712.06009,43712.06535
43712,1206,0.003969907,630731,13819716,4,6.3,43712.06209,43712.06606
43712,1260,0.008171296,2459345,6678291,4,7.3,43712.06495,43712.07313
43712,1394,0.00369213,933915,13819716,4,6.3,43712.06634,43712.07003
43712,1356,0.008101852,2566335,13819716,4,6.3,43712.07223,43712.08034
43713,1100,0.002280093,0,13819716,5,6.3,43713.05002,43713.0523
43713,1299,0.002453704,0,6678291,5,7.3,43713.05181,43713.05426
43713,1380,0.002430556,212294,6678291,5,7.3,43713.0524,43713.05483
43713,1208,0.002916667,381642,6678291,5,7.3,43713.0528,43713.05572
43713,1346,0.003020833,287680,6678291,5,7.3,43713.05338,43713.0564
43713,1188,0.004155093,365500,13819716,5,6.3,43713.0535,43713.05765
43713,1370,0.003865741,662210,6678291,5,7.3,43713.05367,43713.05753
43713,1104,0.003622685,627091,13819716,5,6.3,43713.05367,43713.05729
43713,1227,0.003032407,433066,6678291,5,7.3,43713.05509,43713.05813
43713,1267,0.003668981,431492,13819716,5,6.3,43713.05537,43713.05904
43713,1172,0.003877315,389675,13819716,5,6.3,43713.05539,43713.05927
43713,1123,0.004502315,538870,13819716,5,6.3,43713.05583,43713.06034
43713,1348,0.00462963,504483,13819716,5,6.3,43713.05616,43713.06079
43713,1174,0.003888889,414011,13819716,5,6.3,43713.05626,43713.06015
43713,1396,0.003449074,716696,6678291,5,7.3,43713.05696,43713.06041
43713,1181,0.004131944,485939,13819716,5,6.3,43713.05705,43713.06118
43713,1206,0.003506944,630731,13819716,5,6.3,43713.06003,43713.06354
43713,1358,0.005162037,1525358,6678291,5,7.3,43713.06102,43713.06618
43713,1394,0.003854167,933915,13819716,5,6.3,43713.06249,43713.06634
43713,1260,0.007685185,2459345,6678291,5,7.3,43713.06593,43713.07361
43713,1356,0.007743056,2566335,13819716,5,6.3,43713.0698,43713.07755
43714,1299,0.002164352,0,6678291,6,7.3,43714.05172,43714.05389
43714,1380,0.002604167,212294,6678291,6,7.3,43714.05223,43714.05484
43714,1208,0.003530093,381642,6678291,6,7.3,43714.05267,43714.0562
43714,1346,0.002824074,287680,6678291,6,7.3,43714.05359,43714.05641
43714,1100,0.002233796,0,13819716,6,6.3,43714.05375,43714.05598
43714,1370,0.003773148,662210,6678291,6,7.3,43714.05416,43714.05793
43714,1227,0.003159722,433066,6678291,6,7.3,43714.05416,43714.05731
43714,1188,0.003923611,365500,13819716,6,6.3,43714.05706,43714.06098
43714,1104,0.003773148,627091,13819716,6,6.3,43714.05715,43714.06093
43714,1396,0.003368056,716696,6678291,6,7.3,43714.05719,43714.06056
43714,1267,0.003553241,431492,13819716,6,6.3,43714.05899,43714.06255
43714,1174,0.003900463,414011,13819716,6,6.3,43714.05906,43714.06296
43714,1172,0.004085648,389675,13819716,6,6.3,43714.05934,43714.06343
43714,1123,0.004930556,538870,13819716,6,6.3,43714.05957,43714.0645
43714,1348,0.004814815,504483,13819716,6,6.3,43714.05969,43714.0645
43714,1181,0.004016204,485939,13819716,6,6.3,43714.06058,43714.06459
43714,1358,0.00537037,1525358,6678291,6,7.3,43714.06105,43714.06642
43714,1206,0.003472222,630731,13819716,6,6.3,43714.06358,43714.06705
43714,1260,0.007847222,2459345,6678291,6,7.3,43714.06696,43714.0748
43714,1394,0.003483796,933915,13819716,6,6.3,43714.06749,43714.07097
43714,1356,0.007384259,2566335,13819716,6,6.3,43714.0742,43714.08159
43715,1100,0.00224537,0,13819716,7,6.3,43715.04999,43715.05223
43715,1299,0.002268519,0,6678291,7,7.3,43715.05186,43715.05413
43715,1380,0.002523148,212294,6678291,7,7.3,43715.05252,43715.05505
43715,1208,0.003009259,381642,6678291,7,7.3,43715.05257,43715.05558
43715,1188,0.003842593,365500,13819716,7,6.3,43715.05324,43715.05708
