day,kinko,Ptime,kokyaku,kokyaku_total,WD,core,starttime,endtime
43009,1299,0.001631944,0,0,1,7.3,43009.05734,43009.05897
43010,1299,0.001365741,0,0,2,7.3,43010.07931,43010.08067
43012,1299,0.00130787,0,0,4,7.3,43012.07154,43012.07285
43013,1299,0.001215278,0,0,5,7.3,43013.07944,43013.08066
43014,1299,0.001273148,0,0,6,7.3,43014.07385,43014.07513
43015,1299,0.001331019,0,0,7,7.3,43015.07513,43015.07646
43017,1299,0.00150463,0,0,2,7.3,43017.0336,43017.0351
43020,1299,0.001122685,0,0,5,7.3,43020.07279,43020.07391
43022,1299,0.001284722,0,0,7,7.3,43022.07491,43022.07619
43023,1299,0.001608796,0,0,1,7.3,43023.04209,43023.0437
43024,1299,0.001261574,0,0,2,7.3,43024.0794,43024.08066
43026,1299,0.001145833,0,0,4,7.3,43026.08164,43026.08279
43027,1299,0.001284722,0,0,5,7.3,43027.06891,43027.0702
43028,1299,0.001226852,0,0,6,7.3,43028.07725,43028.07847
43031,1299,0.001238426,0,433066,2,7.3,43031.06975,43031.07098
43032,1299,0.001319444,0,433066,3,7.3,43032.07147,43032.07279
43036,1299,0.001354167,0,433066,7,7.3,43036.078,43036.07935
43036,1227,0.001898148,433066,433066,7,7.3,43036.07885,43036.08075
43038,1227,0.001747685,433066,433066,2,7.3,43038.0208,43038.02255
43038,1299,0.001412037,0,433066,2,7.3,43038.02147,43038.02288
43039,1227,0.00181713,433066,433066,3,7.3,43039.02192,43039.02374
43039,1299,0.001296296,0,433066,3,7.3,43039.0222,43039.0235
43041,1299,0.001412037,0,433066,5,7.3,43041.0714,43041.07281
43041,1227,0.001898148,433066,433066,5,7.3,43041.07178,43041.07368
43042,1299,0.001319444,0,433066,6,7.3,43042.04703,43042.04834
43042,1227,0.001840278,433066,433066,6,7.3,43042.04752,43042.04936
43043,1299,0.001238426,0,433066,7,7.3,43043.06887,43043.0701
43043,1227,0.001828704,433066,433066,7,7.3,43043.06973,43043.07156
43044,1380,0.001759259,212294,433066,1,7.3,43044.03677,43044.03853
43044,1299,0.001724537,0,433066,1,7.3,43044.03682,43044.03854
43044,1227,0.002048611,433066,433066,1,7.3,43044.03704,43044.03909
43045,1380,0.00181713,212294,645360,2,7.3,43045.07576,43045.07758
43045,1299,0.001655093,0,645360,2,7.3,43045.0758,43045.07745
43045,1227,0.002175926,433066,645360,2,7.3,43045.0762,43045.07838
43047,1299,0.001493056,0,645360,4,7.3,43047.07311,43047.07461
43047,1380,0.001655093,212294,645360,4,7.3,43047.07311,43047.07477
43047,1227,0.001990741,433066,645360,4,7.3,43047.07381,43047.0758
43048,1299,0.001527778,0,645360,5,7.3,43048.07398,43048.07551
43048,1380,0.001770833,212294,645360,5,7.3,43048.07403,43048.0758
43048,1227,0.002048611,433066,645360,5,7.3,43048.07464,43048.07669
43051,1380,0.002083333,212294,645360,1,7.3,43051.04422,43051.04631
43051,1299,0.002025463,0,645360,1,7.3,43051.04425,43051.04627
43051,1227,0.002893519,433066,645360,1,7.3,43051.04439,43051.04728
43052,1123,0.002627315,538870,538870,2,6.3,43052.06309,43052.06572
43052,1380,0.001678241,212294,645360,2,7.3,43052.06657,43052.06825
43052,1299,0.001527778,0,645360,2,7.3,43052.0667,43052.06823
43052,1227,0.002071759,433066,645360,2,7.3,43052.06709,43052.06917
43053,1123,0.001921296,538870,538870,3,6.3,43053.06485,43053.06677
43053,1380,0.001909722,212294,645360,3,7.3,43053.06902,43053.07093
43054,1299,0.001608796,0,645360,4,7.3,43054.06987,43054.07148
43054,1380,0.00162037,212294,645360,4,7.3,43054.06994,43054.07156
43054,1227,0.002106481,433066,645360,4,7.3,43054.07044,43054.07255
43054,1123,0.002303241,538870,538870,4,6.3,43054.07355,43054.07586
43055,1299,0.001481481,0,645360,5,7.3,43055.07778,43055.07926
43055,1380,0.001585648,212294,645360,5,7.3,43055.07786,43055.07944
43055,1227,0.002037037,433066,645360,5,7.3,43055.07862,43055.08066
43056,1123,0.001898148,538870,538870,6,6.3,43056.06969,43056.07159
43056,1380,0.001805556,212294,645360,6,7.3,43056.07179,43056.0736
43056,1299,0.001574074,0,645360,6,7.3,43056.07194,43056.07352
43056,1227,0.002094907,433066,645360,6,7.3,43056.07248,43056.07457
43057,1123,0.002013889,538870,538870,7,6.3,43057.06416,43057.06617
43057,1380,0.001736111,212294,645360,7,7.3,43057.06674,43057.06847
43057,1299,0.001469907,0,645360,7,7.3,43057.06681,43057.06828
43057,1227,0.00224537,433066,645360,7,7.3,43057.06752,43057.06977
43058,1380,0.002025463,212294,645360,1,7.3,43058.04022,43058.04225
43058,1299,0.001956019,0,645360,1,7.3,43058.04024,43058.0422
43058,1227,0.002685185,433066,645360,1,7.3,43058.04038,43058.04307
43058,1123,0.002604167,538870,538870,1,6.3,43058.04486,43058.04747
43059,1123,0.002037037,538870,538870,2,6.3,43059.06884,43059.07088
43059,1299,0.001689815,0,1362056,2,7.3,43059.07271,43059.0744
43059,1380,0.001770833,212294,1362056,2,7.3,43059.07271,43059.07448
43059,1396,0.003148148,716696,1362056,2,7.3,43059.07289,43059.07604
43059,1227,0.002222222,433066,1362056,2,7.3,43059.07317,43059.07539
43060,1299,0.00162037,0,1362056,3,7.3,43060.08153,43060.08315
43060,1380,0.001724537,212294,1362056,3,7.3,43060.08153,43060.08325
43061,1123,0.001840278,538870,538870,4,6.3,43061.06466,43061.0665
43061,1380,0.001793981,212294,1362056,4,7.3,43061.06873,43061.07052
43061,1227,0.002395833,433066,1362056,4,7.3,43061.06959,43061.07199
43061,1396,0.0034375,716696,1362056,4,7.3,43061.06966,43061.0731
43062,1299,0.00150463,0,1362056,5,7.3,43062.03551,43062.03701
43062,1380,0.00181713,212294,1362056,5,7.3,43062.03556,43062.03737
43062,1396,0.002569444,716696,1362056,5,7.3,43062.03625,43062.03882
43062,1227,0.002280093,433066,1362056,5,7.3,43062.03635,43062.03863
43062,1123,0.001863426,538870,538870,5,6.3,43062.03919,43062.04105
43063,1123,0.001828704,538870,538870,6,6.3,43063.06731,43063.06914
43063,1299,0.001539352,0,1362056,6,7.3,43063.07078,43063.07231
43063,1380,0.001747685,212294,1362056,6,7.3,43063.07101,43063.07275
43063,1227,0.002372685,433066,1362056,6,7.3,43063.07157,43063.07395
43063,1396,0.002511574,716696,1362056,6,7.3,43063.07161,43063.07412
43064,1299,0.001574074,0,1362056,7,7.3,43064.06757,43064.06914
43064,1380,0.001701389,212294,1362056,7,7.3,43064.06759,43064.06929
43064,1227,0.002291667,433066,1362056,7,7.3,43064.06818,43064.07047
43064,1396,0.002488426,716696,1362056,7,7.3,43064.06823,43064.07072
43064,1123,0.001979167,538870,538870,7,6.3,43064.06941,43064.07139
43068,1123,0.001944444,538870,538870,4,6.3,43068.071,43068.07294
43068,1380,0.001782407,212294,1362056,4,7.3,43068.07863,43068.08042
43068,1299,0.001759259,0,1362056,4,7.3,43068.07866,43068.08042
43068,1227,0.002210648,433066,1362056,4,7.3,43068.07902,43068.08123
43068,1396,0.0025,716696,1362056,4,7.3,43068.0792,43068.0817
43069,1123,0.002002315,538870,538870,5,6.3,43069.08128,43069.08329
43071,1299,0.001574074,0,1362056,7,7.3,43071.07478,43071.07635
43071,1380,0.001678241,212294,1362056,7,7.3,43071.0748,43071.07648
43071,1227,0.002233796,433066,1362056,7,7.3,43071.07561,43071.07785
43071,1396,0.002569444,716696,1362056,7,7.3,43071.07575,43071.07832
43071,1123,0.001863426,538870,538870,7,6.3,43071.07806,43071.07992
43072,1299,0.002071759,0,1362056,1,7.3,43072.04726,43072.04933
43072,1380,0.002164352,212294,1362056,1,7.3,43072.04726,43072.04942
43072,1227,0.0034375,433066,1362056,1,7.3,43072.04779,43072.05123
43072,1396,0.002858796,716696,1362056,1,7.3,43072.04799,43072.05084
43072,1123,0.002696759,538870,538870,1,6.3,43072.05049,43072.05318
43073,1123,0.001990741,538870,538870,2,6.3,43073.06697,43073.06896
43073,1299,0.001759259,0,1362056,2,7.3,43073.07414,43073.0759
43073,1380,0.001828704,212294,1362056,2,7.3,43073.07414,43073.07597
43073,1396,0.002523148,716696,1362056,2,7.3,43073.07464,43073.07716
43073,1227,0.002372685,433066,1362056,2,7.3,43073.075,43073.07737
43074,1123,0.001944444,538870,538870,3,6.3,43074.07796,43074.07991
43075,1123,0.001921296,538870,538870,4,6.3,43075.07111,43075.07303
43076,1123,0.001956019,538870,538870,5,6.3,43076.07439,43076.07634
43076,1299,0.001631944,0,1362056,5,7.3,43076.0814,43076.08303
43077,1123,0.001944444,538870,538870,6,6.3,43077.08137,43077.08331
43077,1299,0.001539352,0,1362056,6,7.3,43077.08153,43077.08307
43077,1380,0.001689815,212294,1362056,6,7.3,43077.08157,43077.08326
43078,1123,0.002013889,538870,538870,7,6.3,43078.06748,43078.06949
43078,1299,0.001574074,0,1362056,7,7.3,43078.07456,43078.07613
43078,1380,0.001793981,212294,1362056,7,7.3,43078.07458,43078.07638
43078,1396,0.002546296,716696,1362056,7,7.3,43078.07575,43078.0783
43078,1227,0.002546296,433066,1362056,7,7.3,43078.07584,43078.07839
43082,1123,0.001944444,538870,538870,4,6.3,43082.06733,43082.06927
43082,1299,0.001446759,0,1362056,4,7.3,43082.07103,43082.07248
43082,1380,0.001631944,212294,1362056,4,7.3,43082.07115,43082.07278
43082,1227,0.002280093,433066,1362056,4,7.3,43082.07209,43082.07438
43082,1396,0.002592593,716696,1362056,4,7.3,43082.07215,43082.07475
43083,1123,0.001875,538870,538870,5,6.3,43083.07089,43083.07277
43083,1299,0.001516204,0,1362056,5,7.3,43083.07449,43083.07601
43083,1380,0.001747685,212294,1362056,5,7.3,43083.07451,43083.07626
43083,1227,0.002256944,433066,1362056,5,7.3,43083.07564,43083.07789
43083,1396,0.002627315,716696,1362056,5,7.3,43083.07576,43083.07839
43086,1299,0.001886574,0,1362056,1,7.3,43086.04317,43086.04506
43086,1380,0.002256944,212294,1362056,1,7.3,43086.04319,43086.04545
43086,1227,0.002453704,433066,1362056,1,7.3,43086.04409,43086.04654
43086,1396,0.002858796,716696,1362056,1,7.3,43086.04485,43086.04771
43086,1123,0.002592593,538870,538870,1,6.3,43086.05397,43086.05656
43087,1172,0.002465278,389675,928545,2,6.3,43087.07377,43087.07624
43087,1299,0.001724537,0,1362056,2,7.3,43087.07391,43087.07564
43087,1123,0.002083333,538870,928545,2,6.3,43087.07403,43087.07611
43087,1380,0.002083333,212294,1362056,2,7.3,43087.07412,43087.0762
43087,1227,0.002314815,433066,1362056,2,7.3,43087.07481,43087.07713
43087,1396,0.002604167,716696,1362056,2,7.3,43087.07487,43087.07748
43088,1172,0.001712963,389675,928545,3,6.3,43088.0676,43088.06932
43088,1123,0.002048611,538870,928545,3,6.3,43088.06792,43088.06997
43088,1299,0.001574074,0,1362056,3,7.3,43088.07469,43088.07626
43088,1380,0.001909722,212294,1362056,3,7.3,43088.07485,43088.07676
43088,1227,0.00244213,433066,1362056,3,7.3,43088.07584,43088.07829
43088,1396,0.002465278,716696,1362056,3,7.3,43088.07626,43088.07873
43089,1299,0.001631944,0,1362056,4,7.3,43089.08134,43089.08297
43089,1380,0.001770833,212294,1362056,4,7.3,43089.08144,43089.08321
43091,1172,0.00181713,389675,928545,6,6.3,43091.07118,43091.073
43091,1123,0.0021875,538870,928545,6,6.3,43091.07132,43091.07351
43091,1299,0.001539352,0,1362056,6,7.3,43091.07483,43091.07637
43091,1380,0.001631944,212294,1362056,6,7.3,43091.07506,43091.07669
43091,1227,0.002303241,433066,1362056,6,7.3,43091.07609,43091.07839
43091,1396,0.002430556,716696,1362056,6,7.3,43091.07672,43091.07916
43092,1172,0.002060185,389675,928545,7,6.3,43092.03988,43092.04194
43092,1123,0.002175926,538870,928545,7,6.3,43092.03995,43092.04213
43092,1299,0.001550926,0,1362056,7,7.3,43092.04678,43092.04833
43092,1380,0.001689815,212294,1362056,7,7.3,43092.04681,43092.0485
43092,1227,0.002152778,433066,1362056,7,7.3,43092.04796,43092.05012
43092,1396,0.002418981,716696,1362056,7,7.3,43092.04852,43092.05094
43093,1299,0.002071759,0,1362056,1,7.3,43093.04617,43093.04824
43093,1380,0.002395833,212294,1362056,1,7.3,43093.04667,43093.04906
43093,1172,0.003078704,389675,928545,1,6.3,43093.04671,43093.04979
43093,1123,0.003055556,538870,928545,1,6.3,43093.04689,43093.04994
43093,1227,0.003252315,433066,1362056,1,7.3,43093.04758,43093.05083
43093,1396,0.003275463,716696,1362056,1,7.3,43093.04813,43093.0514
43094,1172,0.001793981,389675,928545,2,6.3,43094.07749,43094.07928
43094,1123,0.002060185,538870,928545,2,6.3,43094.07758,43094.07964
43094,1227,0.002581019,433066,1362056,2,7.3,43094.08012,43094.0827
43094,1396,0.002731481,716696,1362056,2,7.3,43094.08012,43094.08285
43094,1299,0.001770833,0,1362056,2,7.3,43094.08016,43094.08193
43094,1380,0.001944444,212294,1362056,2,7.3,43094.08016,43094.08211
43097,1172,0.001886574,389675,928545,5,6.3,43097.07841,43097.0803
43097,1123,0.002268519,538870,928545,5,6.3,43097.07858,43097.08084
43099,1172,0.001967593,389675,928545,7,6.3,43099.07111,43099.07308
43099,1123,0.002210648,538870,928545,7,6.3,43099.07145,43099.07366
43099,1299,0.001597222,0,1362056,7,7.3,43099.08168,43099.08328
43100,1299,0.001828704,0,1362056,1,7.3,43100.04652,43100.04834
43100,1380,0.00224537,212294,1362056,1,7.3,43100.04692,43100.04917
43100,1172,0.003055556,389675,928545,1,6.3,43100.04705,43100.0501
43100,1123,0.002604167,538870,928545,1,6.3,43100.04735,43100.04995
43100,1227,0.002395833,433066,1362056,1,7.3,43100.048,43100.05039
43100,1396,0.003043981,716696,1362056,1,7.3,43100.04868,43100.05172
43134,1299,0.00150463,0,1362056,7,7.3,43134.07473,43134.07624
43134,1380,0.00181713,212294,1362056,7,7.3,43134.07476,43134.07657
43134,1227,0.002222222,433066,1362056,7,7.3,43134.07572,43134.07794
43134,1396,0.002476852,716696,1362056,7,7.3,43134.07638,43134.07885
43134,1172,0.002395833,389675,1342556,7,6.3,43134.07858,43134.08097
43134,1174,0.002453704,414011,1342556,7,6.3,43134.07876,43134.08122
43134,1123,0.002650463,538870,1342556,7,6.3,43134.07878,43134.08144
43136,1172,0.002384259,389675,1342556,2,6.3,43136.07411,43136.07649
43136,1174,0.002349537,414011,1342556,2,6.3,43136.07426,43136.07661
43136,1123,0.002789352,538870,1342556,2,6.3,43136.07439,43136.07718
43137,1172,0.002268519,389675,1342556,3,6.3,43137.07183,43137.0741
43137,1123,0.002569444,538870,1342556,3,6.3,43137.07203,43137.07459
43137,1174,0.002326389,414011,1342556,3,6.3,43137.07211,43137.07443
43137,1299,0.001423611,0,1362056,3,7.3,43137.07466,43137.07609
43137,1380,0.001759259,212294,1362056,3,7.3,43137.07508,43137.07684
43137,1227,0.002210648,433066,1362056,3,7.3,43137.07613,43137.07834
43137,1396,0.002604167,716696,1362056,3,7.3,43137.07668,43137.07928
43138,1172,0.002175926,389675,1342556,4,6.3,43138.0714,43138.07358
43138,1123,0.002534722,538870,1342556,4,6.3,43138.07161,43138.07414
43138,1174,0.002210648,414011,1342556,4,6.3,43138.07166,43138.07387
43138,1299,0.001574074,0,1362056,4,7.3,43138.07788,43138.07946
43138,1380,0.001736111,212294,1362056,4,7.3,43138.078,43138.07973
43138,1227,0.002280093,433066,1362056,4,7.3,43138.07925,43138.08153
43138,1396,0.002488426,716696,1362056,4,7.3,43138.07975,43138.08223
43139,1172,0.002337963,389675,1342556,5,6.3,43139.0714,43139.07374
43139,1174,0.0021875,414011,1342556,5,6.3,43139.07169,43139.07388
43139,1123,0.002511574,538870,1342556,5,6.3,43139.07179,43139.07431
43139,1380,0.001793981,212294,1362056,5,7.3,43139.07442,43139.07622
43139,1299,0.001527778,0,1362056,5,7.3,43139.07444,43139.07597
43139,1227,0.002222222,433066,1362056,5,7.3,43139.0755,43139.07772
43139,1396,0.0025,716696,1362056,5,7.3,43139.07628,43139.07878
43140,1172,0.002372685,389675,1342556,6,6.3,43140.07137,43140.07374
43140,1174,0.002256944,414011,1342556,6,6.3,43140.07137,43140.07362
43140,1123,0.002662037,538870,1342556,6,6.3,43140.0715,43140.07417
43140,1299,0.001550926,0,1362056,6,7.3,43140.07441,43140.07596
43140,1380,0.001759259,212294,1362056,6,7.3,43140.07446,43140.07622
43140,1227,0.002199074,433066,1362056,6,7.3,43140.07543,43140.07763
43140,1396,0.002430556,716696,1362056,6,7.3,43140.07611,43140.07854
43141,1172,0.002199074,389675,1342556,7,6.3,43141.07133,43141.07353
43141,1123,0.002662037,538870,1342556,7,6.3,43141.07152,43141.07418
43141,1174,0.002314815,414011,1342556,7,6.3,43141.07156,43141.07388
43141,1299,0.001527778,0,1362056,7,7.3,43141.07459,43141.07612
43141,1380,0.00181713,212294,1362056,7,7.3,43141.07462,43141.07644
43141,1227,0.002361111,433066,1362056,7,7.3,43141.07569,43141.07806
43141,1396,0.002546296,716696,1362056,7,7.3,43141.0767,43141.07925
43142,1299,0.001678241,0,1362056,1,7.3,43142.05346,43142.05514
43142,1380,0.00212963,212294,1362056,1,7.3,43142.05346,43142.05559
43142,1172,0.003969907,389675,1342556,1,6.3,43142.05362,43142.05759
43142,1174,0.003680556,414011,1342556,1,6.3,43142.05381,43142.05749
43142,1123,0.0028125,538870,1342556,1,6.3,43142.0539,43142.05671
43142,1227,0.003761574,433066,1362056,1,7.3,43142.05424,43142.058
43142,1396,0.002592593,716696,1362056,1,7.3,43142.05483,43142.05742
43143,1299,0.001643519,0,1362056,2,7.3,43143.03563,43143.03727
43143,1380,0.001921296,212294,1362056,2,7.3,43143.03572,43143.03764
43143,1172,0.002523148,389675,2276471,2,6.3,43143.03611,43143.03863
43143,1174,0.002291667,414011,2276471,2,6.3,43143.03618,43143.03847
43143,1123,0.002662037,538870,2276471,2,6.3,43143.03618,43143.03884
43143,1227,0.002372685,433066,1362056,2,7.3,43143.0362,43143.03858
43143,1396,0.002731481,716696,1362056,2,7.3,43143.03675,43143.03948
43145,1172,0.002569444,389675,2276471,4,6.3,43145.07604,43145.07861
43145,1123,0.002696759,538870,2276471,4,6.3,43145.07613,43145.07883
43145,1174,0.0021875,414011,2276471,4,6.3,43145.07627,43145.07846
43148,1172,0.002534722,389675,2276471,7,6.3,43148.07194,43148.07448
43148,1174,0.002384259,414011,2276471,7,6.3,43148.07209,43148.07448
43148,1123,0.002696759,538870,2276471,7,6.3,43148.07219,43148.07488
43148,1299,0.001724537,0,1362056,7,7.3,43148.07466,43148.07639
43148,1380,0.001967593,212294,1362056,7,7.3,43148.07469,43148.07666
43148,1227,0.002291667,433066,1362056,7,7.3,43148.07598,43148.07828
43148,1396,0.002488426,716696,1362056,7,7.3,43148.07704,43148.07953
43148,1394,0.002685185,933915,2276471,7,6.3,43148.07771,43148.08039
43149,1172,0.004525463,389675,2276471,1,6.3,43149.04725,43149.05177
43149,1174,0.003634259,414011,2276471,1,6.3,43149.04747,43149.0511
43149,1123,0.00412037,538870,2276471,1,6.3,43149.04747,43149.05159
43149,1299,0.001921296,0,1362056,1,7.3,43149.05355,43149.05547
43149,1380,0.002407407,212294,1362056,1,7.3,43149.05367,43149.05608
43149,1227,0.00318287,433066,1362056,1,7.3,43149.05477,43149.05795
43149,1396,0.00306713,716696,1362056,1,7.3,43149.05586,43149.05892
43149,1394,0.003541667,933915,2276471,1,6.3,43149.05594,43149.05948
43150,1299,0.001585648,0,1362056,2,7.3,43150.07779,43150.07938
43151,1299,0.001643519,0,1362056,3,7.3,43151.07803,43151.07968
43151,1380,0.00181713,212294,1362056,3,7.3,43151.07817,43151.07999
43151,1227,0.00224537,433066,1362056,3,7.3,43151.07948,43151.08172
43151,1396,0.00255787,716696,1362056,3,7.3,43151.08022,43151.08278
43153,1123,0.002511574,538870,2276471,5,6.3,43153.07227,43153.07478
43153,1174,0.002060185,414011,2276471,5,6.3,43153.07227,43153.07433
43153,1299,0.001747685,0,1362056,5,7.3,43153.07456,43153.07631
43153,1380,0.001886574,212294,1362056,5,7.3,43153.07472,43153.07661
43153,1227,0.002118056,433066,1362056,5,7.3,43153.07594,43153.07806
43153,1396,0.002384259,716696,1362056,5,7.3,43153.07686,43153.07925
43154,1299,0.001689815,0,1362056,6,7.3,43154.07814,43154.07983
43154,1380,0.001747685,212294,1362056,6,7.3,43154.07814,43154.07988
43154,1396,0.002581019,716696,1362056,6,7.3,43154.07999,43154.08257
43154,1227,0.002210648,433066,1362056,6,7.3,43154.08091,43154.08313
43155,1299,0.001608796,0,1362056,7,7.3,43155.0814,43155.08301
43156,1299,0.002048611,0,1362056,1,7.3,43156.04343,43156.04547
43156,1380,0.002546296,212294,1362056,1,7.3,43156.0435,43156.04604
43156,1172,0.004664352,389675,2276471,1,6.3,43156.04429,43156.04896
43156,1174,0.003125,414011,2276471,1,6.3,43156.04432,43156.04744
43156,1123,0.003564815,538870,2276471,1,6.3,43156.04454,43156.0481
43156,1227,0.003263889,433066,1362056,1,7.3,43156.04477,43156.04803
43156,1394,0.003784722,933915,2276471,1,6.3,43156.04588,43156.04966
43156,1396,0.00318287,716696,1362056,1,7.3,43156.04606,43156.04925
43157,1172,0.002465278,389675,2276471,2,6.3,43157.07431,43157.07677
43157,1174,0.002268519,414011,2276471,2,6.3,43157.07449,43157.07676
43157,1123,0.002696759,538870,2276471,2,6.3,43157.07463,43157.07733
43157,1394,0.002662037,933915,2276471,2,6.3,43157.07939,43157.08205
43190,1299,0.001597222,0,1362056,7,7.3,43190.07463,43190.07623
43190,1380,0.001886574,212294,1362056,7,7.3,43190.07495,43190.07684
43190,1172,0.002592593,389675,2276471,7,6.3,43190.07581,43190.0784
43190,1174,0.002523148,414011,2276471,7,6.3,43190.07612,43190.07865
43190,1123,0.002962963,538870,2276471,7,6.3,43190.07628,43190.07925
43190,1227,0.002314815,433066,1362056,7,7.3,43190.07642,43190.07874
43190,1396,0.002615741,716696,1362056,7,7.3,43190.0773,43190.07992
43191,1299,0.001851852,0,1362056,1,7.3,43191.05759,43191.05944
43191,1380,0.002013889,212294,1362056,1,7.3,43191.05782,43191.05984
43191,1227,0.003576389,433066,1362056,1,7.3,43191.05876,43191.06234
43191,1396,0.003217593,716696,1362056,1,7.3,43191.06016,43191.06338
43191,1172,0.004479167,389675,2276471,1,6.3,43191.06175,43191.06623
43191,1123,0.003333333,538870,2276471,1,6.3,43191.06189,43191.06522
43191,1174,0.004131944,414011,2276471,1,6.3,43191.06191,43191.06604
43191,1394,0.002824074,933915,2276471,1,6.3,43191.06804,43191.07087
43192,1172,0.002708333,389675,2276471,2,6.3,43192.07797,43192.08068
43192,1123,0.003263889,538870,2276471,2,6.3,43192.07809,43192.08135
43192,1174,0.003148148,414011,2276471,2,6.3,43192.07814,43192.08128
43192,1299,0.001550926,0,1362056,2,7.3,43192.08127,43192.08282
43192,1380,0.001979167,212294,1362056,2,7.3,43192.08127,43192.08325
43193,1299,0.001574074,0,1362056,3,7.3,43193.07978,43193.08135
43193,1380,0.002013889,212294,1362056,3,7.3,43193.07981,43193.08183
43193,1227,0.002349537,433066,1362056,3,7.3,43193.08045,43193.0828
43194,1172,0.002662037,389675,2276471,4,6.3,43194.07199,43194.07465
43194,1123,0.003148148,538870,2276471,4,6.3,43194.07213,43194.07528
43194,1174,0.002627315,414011,2276471,4,6.3,43194.07218,43194.0748
43194,1394,0.003368056,933915,2276471,4,6.3,43194.0735,43194.07686
43194,1299,0.001736111,0,1362056,4,7.3,43194.07451,43194.07625
43194,1380,0.001967593,212294,1362056,4,7.3,43194.07478,43194.07675
43194,1227,0.002337963,433066,1362056,4,7.3,43194.07609,43194.07843
43194,1396,0.002766204,716696,1362056,4,7.3,43194.07701,43194.07978
43195,1299,0.001539352,0,1362056,5,7.3,43195.08128,43195.08282
43196,1172,0.002476852,389675,2276471,6,6.3,43196.07892,43196.0814
43196,1174,0.002384259,414011,2276471,6,6.3,43196.079,43196.08139
43196,1123,0.00287037,538870,2276471,6,6.3,43196.07912,43196.08199
43197,1172,0.002546296,389675,2276471,7,6.3,43197.07191,43197.07446
43197,1123,0.002974537,538870,2276471,7,6.3,43197.07196,43197.07493
43197,1174,0.002534722,414011,2276471,7,6.3,43197.07211,43197.07464
43197,1394,0.002928241,933915,2276471,7,6.3,43197.07495,43197.07788
43197,1299,0.001585648,0,1362056,7,7.3,43197.07791,43197.07949
43197,1380,0.001875,212294,1362056,7,7.3,43197.07832,43197.0802
43197,1227,0.0025,433066,1362056,7,7.3,43197.07953,43197.08203
43197,1396,0.002615741,716696,1362056,7,7.3,43197.08022,43197.08284
43198,1299,0.001979167,0,1362056,1,7.3,43198.04306,43198.04503
43198,1380,0.002430556,212294,1362056,1,7.3,43198.04313,43198.04556
43198,1227,0.003275463,433066,1362056,1,7.3,43198.04405,43198.04733
43198,1396,0.002962963,716696,1362056,1,7.3,43198.04495,43198.04792
43198,1172,0.004467593,389675,2276471,1,6.3,43198.04727,43198.05174
43198,1174,0.0046875,414011,2276471,1,6.3,43198.04748,43198.05216
43198,1123,0.004270833,538870,2276471,1,6.3,43198.04755,43198.05182
43198,1394,0.003194444,933915,2276471,1,6.3,43198.05374,43198.05693
43199,1299,0.001550926,0,1362056,2,7.3,43199.07066,43199.07221
43199,1380,0.002094907,212294,1362056,2,7.3,43199.07071,43199.0728
43199,1227,0.002581019,433066,1362056,2,7.3,43199.07147,43199.07405
43199,1396,0.002800926,716696,1362056,2,7.3,43199.072,43199.0748
43199,1172,0.002743056,389675,2276471,2,6.3,43199.07466,43199.07741
43199,1123,0.002986111,538870,2276471,2,6.3,43199.07473,43199.07772
43199,1174,0.002650463,414011,2276471,2,6.3,43199.07483,43199.07748
43199,1394,0.00337963,933915,2276471,2,6.3,43199.07571,43199.07909
43202,1299,0.00150463,0,1362056,5,7.3,43202.07439,43202.07589
43202,1380,0.001898148,212294,1362056,5,7.3,43202.07457,43202.07647
43202,1172,0.00255787,389675,2276471,5,6.3,43202.07576,43202.07832
43202,1174,0.002569444,414011,2276471,5,6.3,43202.07593,43202.0785
43202,1227,0.002349537,433066,1362056,5,7.3,43202.07595,43202.0783
43202,1123,0.003113426,538870,2276471,5,6.3,43202.07606,43202.07918
43202,1396,0.002592593,716696,1362056,5,7.3,43202.07706,43202.07965
43202,1394,0.003321759,933915,2276471,5,6.3,43202.0781,43202.08142
43204,1172,0.002488426,389675,2276471,7,6.3,43204.07613,43204.07862
43204,1123,0.002974537,538870,2276471,7,6.3,43204.07637,43204.07934
43204,1174,0.002546296,414011,2276471,7,6.3,43204.0765,43204.07905
43204,1394,0.002962963,933915,2276471,7,6.3,43204.07925,43204.08221
43207,1172,0.002581019,389675,2276471,3,6.3,43207.07572,43207.0783
43207,1174,0.002418981,414011,2276471,3,6.3,43207.07583,43207.07825
43207,1123,0.002835648,538870,2276471,3,6.3,43207.07595,43207.07878
43207,1208,0.002141204,381642,1743698,3,7.3,43207.07938,43207.08152
43207,1299,0.001828704,0,1743698,3,7.3,43207.07951,43207.08134
43207,1380,0.001944444,212294,1743698,3,7.3,43207.0798,43207.08175
43207,1227,0.0025,433066,1743698,3,7.3,43207.08047,43207.08297
43208,1172,0.00275463,389675,2276471,4,6.3,43208.07545,43208.07821
43208,1174,0.002847222,414011,2276471,4,6.3,43208.07566,43208.07851
43208,1123,0.003090278,538870,2276471,4,6.3,43208.07573,43208.07882
43208,1394,0.0034375,933915,2276471,4,6.3,43208.07734,43208.08078
43209,1299,0.001655093,0,1743698,5,7.3,43209.07461,43209.07626
43209,1208,0.002118056,381642,1743698,5,7.3,43209.07468,43209.07679
43209,1380,0.001921296,212294,1743698,5,7.3,43209.07495,43209.07688
43209,1172,0.002615741,389675,2276471,5,6.3,43209.07544,43209.07806
